cytof_id,Eosinophils,Neutrophils,NonNeutrophils,NonEosinophils,B.cells,NonTB,NK,CD56bright.CD16neg.NK,CD56dim.CD16pos.NK,NonNK,CD14neg.CD16neg,CD123pos,Basophils,pDCs,mDCs,Classical.monocytes,Intermediate.monocytes,Nonclassical.monocytes,T.cells,CD4T,CD4T.TCM,CD4T.Naive,CD4T.TEMRA,CD4T.TEM,Tregs,CD8T,CD8T.TCM,CD8T.Naive,CD8T.TEMRA,CD8T.TEM,HLADRpos.T,TCRgd.cells
453611602,1.295,53.5879,46.2939,43.9926,3.7061,27.1665,17.1093,0.8441,1.218,10.2799,2.8099,0.2117,0.088,0.1237,0.6983,6.6617,0.2502,0.5059,12.1824,6.8597,1.6194,5.1138,0.0192,0.1072,0.9238,3.9756,0.5444,3.2525,0.0797,0.099,0.5636,0.9568
453611610,2.4456,17.6073,82.3927,79.7786,8.2494,50.1873,24.4732,0.6067,3.3719,25.3669,6.6992,0.4692,0.1753,0.2922,3.2534,16.913,0.6531,0.9177,20.883,12.1387,3.5644,8.1566,0.0859,0.3317,1.344,6.8212,1.3697,5.1421,0.1203,0.189,1.3199,1.5708
453611611,3.4042,9.5556,90.4653,87.2976,10.8198,29.547,17.6805,0.6135,1.4421,11.8659,3.3235,0.81,0.6047,0.2053,1.2423,8.0419,0.1776,0.2897,46.4714,32.892,8.8865,23.5798,0.0772,0.3485,3.8237,11.198,1.5259,9.6267,0.0114,0.0341,0.7663,1.8744
453611618,1.7645,30.8994,69.1006,67.5888,10.7175,24.4446,9.4135,0.5288,2.4381,14.895,2.8793,0.5593,0.3002,0.2591,0.8193,10.0415,0.6765,1.3021,31.9662,17.1666,3.8182,12.975,0.093,0.2804,1.3118,12.5625,6.0384,5.575,0.0857,0.8634,4.7329,1.9272
453611621,2.7544,8.4804,91.5196,89.567,17.7498,19.9075,11.1577,0.627,1.6606,8.7496,2.543,0.452,0.2861,0.1659,1.1068,5.245,0.2826,0.5671,51.1889,26.2104,5.511,19.9853,0.2974,0.4168,1.9926,21.3675,4.5525,12.3438,2.9629,1.5082,2.8931,3.0393
453611627,3.3023,17.5511,82.4489,78.6955,6.4341,40.0362,26.1278,1.1145,6.3806,13.908,3.8123,0.3964,0.1892,0.2068,0.4144,7.2399,0.7557,2.0637,32.0723,21.2385,4.1862,16.6137,0.1203,0.3183,1.4663,8.141,0.9395,7.1363,0.0355,0.0297,1.3288,2.214
453611585,1.5856,43.0552,56.4857,53.9423,9.4639,27.5486,4.6322,0.2871,2.5598,22.8239,1.7934,0.4011,0.1644,0.2368,0.335,15.0495,4.7581,1.102,16.7163,10.2718,1.9244,8.0691,0.0579,0.2204,0.9515,5.5263,0.5516,4.8727,0.0466,0.0554,0.7632,0.6562
453611596,1.8463,19.7389,80.2513,78.6648,12.5911,22.9133,7.8399,0.3398,3.1913,15.0734,3.3064,0.4366,0.2359,0.2022,0.4366,9.4461,0.7638,1.5416,42.5216,25.6862,4.6725,20.3749,0.1685,0.4703,2.1032,15.6841,1.5627,14.0555,0.0239,0.0421,1.0755,1.1358
453611606,2.453,27.2784,72.7216,69.7858,9.8234,23.9906,11.6534,0.5193,3.2906,12.2708,2.2097,0.6556,0.1864,0.4692,0.761,6.9665,0.4101,2.5938,35.421,24.3415,6.148,17.7446,0.0834,0.3656,2.3916,8.6946,1.3445,7.287,0.022,0.0411,0.6782,1.4887
453611609,2.9233,7.9885,92.0822,89.1225,12.7387,35.0199,12.9089,0.7427,4.6773,21.9927,5.4366,0.5957,0.3714,0.2221,2.8117,14.8121,0.5968,1.2202,40.4344,22.5973,6.4534,15.5603,0.1525,0.431,2.0712,13.5378,3.1068,10.2365,0.105,0.0895,2.6205,3.9202
453611612,3.1592,14.0417,85.958,82.6712,10.2073,43.6135,23.2219,0.4262,6.2507,20.3908,5.058,0.4259,0.2946,0.1307,1.3489,14.2977,0.2921,0.7373,28.507,20.5941,5.6538,14.4177,0.1653,0.3573,2.4611,5.8211,0.8479,4.9111,0.0417,0.0204,0.9644,1.2537
453611613,2.0363,42.9077,57.0923,54.8207,8.58,31.2562,8.8228,0.414,1.3494,22.4334,3.5476,0.2861,0.0922,0.1938,1.3381,14.3634,3.3556,1.2854,14.1827,7.225,2.2339,4.5827,0.1035,0.3049,0.9711,6.0375,1.2139,3.7565,0.4968,0.5702,1.3757,0.7076
453611617,1.5053,39.2339,60.7661,58.9911,10.9954,17.8149,3.9385,0.2212,2.5142,13.8764,2.0718,0.4316,0.1241,0.3075,0.1726,9.8139,0.8632,1.1384,29.5333,17.0596,3.2371,13.229,0.0917,0.5018,0.9388,11.5295,1.6401,9.7977,0.0432,0.0486,1.5322,0.9873
453611623,2.813,20.4926,79.4722,77.1982,13.2132,26.2495,8.0001,0.4564,5.473,18.2225,4.0697,0.3376,0.2262,0.1114,1.3329,12.149,0.7324,1.3745,37.1257,26.7587,6.3315,19.7954,0.2995,0.3323,2.8047,8.0124,1.526,6.3056,0.1158,0.065,1.608,1.7356
453611628,2.8963,22.6523,77.3477,74.1494,17.299,23.3022,9.4535,0.4255,2.7019,13.9452,3.6563,0.385,0.2455,0.1395,1.0584,9.37,0.352,0.537,32.7352,23.3622,5.5467,17.2381,0.1025,0.475,2.6009,7.3301,1.3519,5.8667,0.0375,0.074,1.4364,1.2989
453611584,1.8866,38.7162,61.2838,59.2392,9.5773,20.9235,6.5463,0.43120000000000003,1.0696,14.5045,2.4732,0.2879,0.1331,0.1535,0.6992,8.5365,0.3135,3.1871,28.2484,18.5373,3.2639,15.0176,0.0557,0.2002,1.6134,7.6543,0.8873,6.7107,0.0281,0.0281,1.0025,1.4663
453611592,1.6811,29.9538,70.2612,68.2934,10.2969,17.8233,5.1843,0.6134,1.5419,12.6382,1.6778,0.6318,0.3334,0.2984,0.3526,7.4805,1.8787,1.5403,39.6789,27.8709,4.5617,22.9059,0.1,0.3034,1.9095,10.0585,1.0227,8.96,0.0175,0.0583,0.7618,1.5411
453611597,1.8041,13.2901,86.6571,85.1096,12.1724,28.5001,6.5579,0.348,1.4993,21.9423,8.3011,0.4967,0.2921,0.2046,2.6319,12.232,0.5655,0.8271,43.9656,28.5074,6.9884,20.6766,0.1021,0.7403,2.5004,13.2641,1.4653,11.7487,0.0249,0.0252,1.2997,1.5356
453611599,2.7425,15.5401,84.4599,82.0157,19.1089,31.757,4.9266,0.4446,1.3881,26.7704,13.2937,0.5614,0.254,0.3069,1.678,11.121,0.5089,1.808,29.7721,21.0763,4.0337,16.5735,0.0719,0.3973,2.1651,7.3139,0.9156,6.386,0.0052,0.0071,0.8272,1.0849
453611600,2.0558,25.8846,74.1154,72.7255,8.4967,21.2645,4.2279,0.4461,0.724,17.0258,6.8116,0.6314,0.4073,0.2241,2.3898,9.2984000000000009,0.403,0.4978,42.2338,27.8218,5.7363,21.3442,0.1228,0.6185,2.7195,12.4316,1.4653,10.9253,0.0215,0.0194,1.9976,1.5127
453611605,2.5701,10.9686,88.9273,87.1692,7.2834,27.6679,10.8308,0.6901,3.229,16.8371,3.2282,1.0529,0.763,0.2899,0.9613,12.0376,0.498,1.0378,51.6363,34.4515,7.4852,26.6096,0.0889,0.2677,2.7026,14.3702,1.9387,12.3835,0.0151,0.0329,1.1579,2.1583
453611608,2.3625,20.9935,78.9009,76.7554,16.1938,26.0051,15.5377,0.5043,3.5463,10.68,3.6262,0.4691,0.206,0.2595,0.4464,5.2103,0.2617,1.3099,33.6197,23.4814,4.5432,18.5995,0.077,0.2617,2.0268,8.7771,1.0841,7.6593,0.0183,0.0154,0.7851,1.296
453611625,2.1091,25.6575,74.2318,72.7787,10.7495,21.67,7.3559,0.8435,2.9698,14.3141,2.747,1.1361,0.7956,0.3382,0.6308,9.6157,0.5908,1.315,39.974,26.6187,5.2649,20.9937,0.0902,0.2699,1.8313,10.7244,1.4971,9.1543,0.0126,0.0604,1.1291,2.1687
453611629,2.3815,14.1247,85.8753,83.738,15.9691,34.634,20.938,0.5046,10.5627,13.4953,3.9345,0.3718,0.0767,0.2914,0.965,6.5706,0.3128,2.5925,31.9131,20.91,4.6546,15.8518,0.0996,0.304,1.8216,8.9499,1.1133,7.7761,0.048,0.0125,1.0985,1.415
453611467,2.6125,25.2665,74.5682,72.819,13.9468,18.6288,9.388,0.3211,2.3499,9.2408,1.9835,0.4043,0.3129,0.09,0.4336,5.2403,0.5308,1.512,40.2505,24.7,3.8387,19.7611,0.4501,0.6501,2.0921,12.8127,1.8095,9.0444,1.2073,0.7515,1.7867,2.3167
453611583,1.7137,31.1752,68.8248,67.6984,19.4613,14.8482,5.6368,0.3287,2.8747,9.2114,1.3231,0.236,0.1414,0.0946,0.3168,6.9236,0.355,0.6156,33.0121,26.4286,4.4681,21.5983,0.0498,0.3124,2.5405,5.261,0.9941,4.2016,0.0158,0.0495,0.8524,0.9296
453611587,3.7393,7.4186,92.5814,89.041,10.5433,31.2358,8.707,0.5339,2.0531,22.5289,2.9764,0.7047,0.5339,0.1698,0.4382,11.8457,1.4826,6.2391,46.9063,33.0862,7.793,24.673,0.1257,0.4945,3.0393,11.4197,2.2267,9.1048,0.0347,0.0535,1.8016,2.1545
453611591,3.1013,21.3443,78.6557,75.7922,14.5336,32.0531,8.6495,0.2839,1.3791,23.4036,3.5725,0.7148,0.3905,0.3242,0.5764,8.6106,1.5766,9.5488,27.1101,18.2416,4.0524,13.3418,0.2594,0.588,1.4598,7.6191,1.9585,4.8551,0.2147,0.5909,2.9427,1.3806
453611595,2.0747,21.7438,78.2562,76.8903,11.0778,27.7572,6.1264,0.4239,2.2767,21.6307,2.1895,0.4144,0.221,0.1925,0.4334,17.1412,1.194,1.1457,37.2783,30.4301,8.1363,21.8146,0.0794,0.3997,3.3542,5.1716,1.3123,3.8031,0.0164,0.0397,1.156,1.4591
453611614,3.0194,18.0121,81.4978,78.0511,12.763,32.5789,12.2902,0.36870000000000003,1.0369,20.115,3.2893,0.5251,0.3716,0.1535,0.7694,13.3764,0.8459,2.6241,32.4175,20.0513,5.7959,14.0279,0.0444,0.1831,1.7328,10.513,1.8941,8.5898,0.0079,0.0212,1.4095,1.3518
453611615,1.1911,31.9019,67.9222,67.124,10.8042,15.5949,5.7697,0.3112,4.162,9.8788,1.7262,0.3424,0.1559,0.1865,0.3966,6.0884,0.4902,1.5977,39.4053,31.6026,7.1043,23.2062,0.3449,0.9473,2.507,5.7404,1.3794,4.0747,0.0717,0.2145,0.9878,1.6576
453611624,2.6195,6.2053,93.1005,91.0492,21.4569,28.6783,6.9758,0.3539,2.008,21.7025,2.0353,0.3106,0.1525,0.1581,0.3202,7.674,1.455,10.5423,40.5977,23.6086,4.3233,18.6344,0.2175,0.4334,2.004,14.2131,4.2487,7.3329,1,1.6316,3.8587,2.569
453611630,2.2306,13.679,86.0823,84.5996,13.248,27.8065,7.251,0.4216,3.8972,20.5555,7.5149,0.5348,0.3172,0.2176,0.575,10.7756,1.1998,1.0638,43.0692,23.7956,4.3901,18.6906,0.1479,0.567,2.1871,16.8965,7.9508,7.5058,0.2195,1.2205,6.2817,1.8288
453611445,1.1078,52.2773,47.7227,46.872,8.7091,14.4809,4.3807,0.256,1.3649,10.1003,2.0174,0.2481,0.1218,0.1271,0.2394,6.5033,0.3481,1.2111,23.317,13.9716,2.1527,11.061,0.2879,0.4699,1.2649,8.1501,1.4344,5.2426,0.7608,0.7123,1.7671,0.9409
453611450,1.5392,25.0391,74.8117,73.4117,15.2532,20.8254,8.2271,0.3861,2.4684,12.5983,2.8332,0.7521,0.4714,0.2647,0.8753,7.7237,0.4347,1.5972,36.5542,26.3455,4.1461,21.815,0.0876,0.2967,1.798,8.236,1.0204,7.0847,0.0628,0.0681,0.6538,1.6718
453611457,2.6156,21.037,78.766,76.769,10.5704,20.5425,7.5415,0.5712,3.5837,13.0556,1.9999,0.5123,0.2738,0.2361,0.3076,9.1489,0.7745,1.1632,44.7126,24.8514,3.8584,20.0819,0.226,0.6852,2.0434,18.1529,8.2291,7.9669,0.311,1.646,6.994,1.4355
453611464,1.7056,17.3318,82.5446,81.4206,11.9585,20.3013,8.9477,0.3534,2.8492,11.3536,1.6883,0.5057,0.2683,0.2347,0.4661,8.0713,0.303,1.2861,48.6225,35.0072,8.5266,26.2719,0.0477,0.161,3.2108,9.1374,1.7452,7.338,0.0211,0.0331,0.8591,3.7316
453611469,2.1625,8.4625,91.3782,89.2676,20.6775,13.3203,8.49,0.432,2.2634,4.8298,1.0129,0.3024,0.1539,0.1485,0.2754,2.4205,0.0929,1.2986,54.1791,40.4236,5.6478,34.4298,0.0605,0.2856,3.8082,10.7837,1.176,9.5731,0.0103,0.0243,0.5588,2.5847
453611474,1.8202,20.3412,79.4508,78.2091,10.7844,30.2864,6.4692,0.3812,4.3578,23.8172,11.2827,0.3444,0.0759,0.2685,2.0432,9.3512,0.8513,2.3765,36.6361,20.4326,4.8077,15.0673,0.1412,0.4165,2.0568,12.1582,3.9002,7.1184,0.2912,0.8484,2.5792,2.7001
453611475,1.7664,24.3667,75.7666,74.5698,9.3958,30.0577,8.2907,0.3709,3.4331,21.6742,4.0636,0.2782,0.0684,0.2104,0.7244,14.1648,0.6792,2.6757,34.7327,22.0005,6.074,15.5753,0.1142,0.237,2.5256,9.9464,1.6441,8.1655,0.1032,0.0336,1.348,2.0272
453611480,5.5985,14.9314,84.727,78.4451,3.027,60.2829,50.1289,0.6833,7.3008,10.154,3.1949,0.2877,0.0959,0.1918,0.5934,4.9452,0.4376,1.5045,13.2111,7.9122,1.8282,5.6165,0.0959,0.3716,0.5335,4.6155,0.3297,4.2438,0.018,0.024,0.6174,0.5575
453611483,1.9331,23.4534,76.5457,75.4152,9.7645,13.3765,5.0705,0.2117,2.104,8.306,1.5444,0.5787,0.1761,0.4043,0.3306,5.2501,0.2256,1.2893,51.8403,37.2091,7.1321,29.8168,0.0642,0.1961,3.0498,10.0543,1.5626,8.4223,0.0191,0.0503,0.6264,3.3422
453611448,2.8354,0.8443,99.1551,98.593,11.1845,47.203,13.0314,0.3175,6.3333,34.1717,19.8214,0.4858,0.1958,0.29,1.6023,11.0925,0.7686,2.6093,39.2405,26.3404,11.0476,12.8053,0.6598,1.8278,2.6127,7.8677,1.4974,6.2453,0.0769,0.0482,0.9111,3.9356
453611449,1.6999,22.0147,77.9853,76.957,6.8206,39.5873,7.3382,0.7555,2.4134,32.249,16.1525,0.1119,0.035,0.0769,1.525,10.9199,0.7485,4.4911,26.3169,15.334,7.2263,6.177,0.1469,1.7838,1.3431,10.3253,2.5324,7.5691,0.035,0.1889,0.7275,0.5736
453611452,1.5013,2.2545,97.7455,97.0146,17.5939,44.1358,4.6667,0.5219,1.3373,39.4691,4.6224,0.2867,0.2135,0.0733,0.5418,7.3741,0.9576,26.5115,34.3342,19.9177,5.2058,12.7225,0.2081,1.7814,1.3065,13.1675,3.204,8.6175,0.4921,0.8539,1.096,0.8545
453611455,2.9463,0.4516,99.5484,97.3801,10.2052,58.7019,7.3837,0.2928,2.3422,51.3165,34.25,0.2596,0.1113,0.1441,2.02,14.9498,1.0359,1.7147,28.3361,19.4553,8.478,9.1383,0.2033,1.6357,1.7596,7.2249,2.0742,4.973,0.0588,0.1189,1.0653,1.8667
453611458,0.8632,28.209,71.7299,71.298,12.4558,21.5882,4.9396,0.9438,1.8023,16.6865,3.613,0.3629,0.3107,0.0521,0.6541,9.5438,1.4041,2.0645,36.5388,24.4633,9.0761,12.4842,0.177,2.726,1.6369,10.7999,2.1146,8.3562,0.0537,0.2754,1.6322,0.9422
453611461,2.5125,1.1222,98.877,96.2681,11.6323,35.8868,10.3127,0.6794,6.7159,25.5742,4.3302,0.3056,0.1821,0.1235,0.8053,9.8258,0.639,10.7517,45.6918,27.1508,9.0026,15.4058,0.2881,2.4543,2.0901,16.234,2.7831,13.2929,0.0744,0.0836,1.1267,1.5945
453611466,3.577,17.781,82.219,78.4851,20.0402,11.5449,3.819,0.8523,1.8342,7.7259,3.0784,0.3287,0.2967,0.032,0.5884,3.9527,0.2297,0.4655,46.0203,32.7692,9.2845,14.8976,0.3996,8.1875,1.8573,11.9826,1.9694,9.7276,0.0281,0.2574,2.4588,1.1448
453611468,2.0869,8.3902,92.5127,91.8488,15.3747,32.8493,6.0873,0.3767,2.4928,26.835,5.3875,0.4103,0.3342,0.0761,0.4988,6.8389,0.609,14.0372,43.6712,27.5073,8.9192,14.5634,0.3439,3.6808,2.2529,15.5783,4.5439,9.8243,0.27,0.9401,2.5738,1.1968
453611477,2.8468,0.3627,99.6367,98.8711,17.2845,53.1356,11.3012,0.9485,5.5977,41.9624,24.1619,0.3188,0.1477,0.1693,1.8902,13.3181,1.5819,2.8814,28.2192,19.2847,6.5772,10.5102,0.2639,1.9335,1.4249,7.2841,2.0917,4.7827,0.0915,0.3182,1.2531,2.4365
453610965,2.9475,16.2154,83.7846,81.174,14.5456,39.1198,26.1743,0.8959,4.3268,12.9456,3.9072,0.2759,0.1466,0.1292,0.4864,6.3828,0.4879,2.1982,27.4055,16.7279,4.8597,11.0987,0.2381,0.5314,1.3605,7.7069,1.0222,6.329,0.2338,0.122,1.6276,2.0458
453611005,2.8462,18.8241,80.9909,79.7656,17.9069,30.7191,12.6425,1.4331,4.9296,17.9612,3.8093,0.5559,0.3299,0.1964,0.3871,11.3267,1.3101,1.5065,31.0243,20.304,4.614,14.6697,0.1497,0.8706,1.3607,8.9582,3.2457,4.9115,0.2527,0.5483,4.676,1.2396
453612783,3.2881,10.5377,89.1265,87.596,6.1911,50.2913,10.9939,0.6754,6.7006,39.1631,5.1938,0.235,0.0869,0.1481,1.5838,21.7845,1.7418,10.4212,31.0287,19.0513,5.4486,12.7733,0.2962,0.5332,1.6075,9.6905,1.7043,7.7967,0.1402,0.0494,1.1533,1.3784
453612796,4.6668,1.814,98.1065,93.9317,3.6628,55.529,38.9643,0.7703,2.4154,16.9276,8.2551,0.338,0.1292,0.2087,1.7991,7.281,0.4125,1.0288,34.6255,22.0715,5.5713,15.5907,0.2932,0.6163,2.0228,10.4369,1.3319,8.8713,0.1739,0.0596,1.3319,1.0735
453612799,3.5445,11.8565,88.1435,84.871,7.1869,38.1139,14.2251,0.6369,1.7013,23.8888,5.3116,0.4122,0.1385,0.2804,0.664,9.6096,0.8312,8.0603,39.5381,26.847,6.648,19.4793,0.3345,0.3852,1.8635,10.6908,1.5188,9.0014,0.1098,0.0608,1.0998000000000001,1.8043
453612809,3.1632,32.2364,66.8127,63.2259,7.0702,36.7757,15.1996,1.0026,1.0673,21.5696,7.7575,0.2976,0.1278,0.1682,1.4457,7.9871,0.6194,5.259,19.2878,11.5174,3.0694,7.9677,0.1245,0.3558,1.0253,6.2519,0.9072,5.2412,0.0517,0.0517,0.566,0.8668
453612818,6.5861,1.0444,98.8774,92.8384,2.0391,72.5684,61.2647,0.6607,2.6146,11.2966,6.0746,0.1208,0.0497,0.071,0.7744,3.8224,0.2629,1.0728,18.0675,11.4529,3.4671,7.5879,0.1847,0.2131,0.9734,5.6199,0.6892,4.746,0.1492,0.0355,0.4902,0.5187
453612819,2.7617,8.8834,90.8498,89.3319,10.6248,33.7491,11.7496,0.8761,8.5409,21.9995,6.9762,0.7896,0.0685,0.7175,0.4471,9.5648,1.2943,4.1353,44.7994,30.4179,6.1074,23.0955,0.4651,0.7499,2.758,11.7857,1.9036,9.0673,0.2488,0.566,2.0226,1.3989
453612821,3.5387,7.3197,92.9105,89.9616,5.5464,36.8774,15.3747,1.2442,4.1971,21.6683,4.5001,0.3959,0.0646,0.3312,0.4686,13.1125,1.3613,2.6459,47.449,33.2741,5.7241,26.431,0.4807,0.6383,2.7833,12.2238,0.9453,11.0281,0.1373,0.1131,1.0059,0.7837
453610986,3.0386,21.6234,78.1574,74.4664,12.4984,24.242,13.555,0.5277,2.2668,10.5951,2.8549,0.2875,0.1588,0.1313,0.3478,4.5875,0.336,2.847,37.5423,24.1777,4.6728,18.7147,0.3163,0.4738,1.1748,9.5267,1.352,7.9201,0.1444,0.1103,1.2955,2.3075
453611004,1.8553,24.317,75.8138,74.4751,14.2208,27.2453,13.3945,1.1756,6.0735,13.7688,2.872,0.2972,0.1391,0.1581,0.3883,8.274,0.6615,2.001,32.8774,20.1965,3.603,15.6969,0.2873,0.6093,1.5912,10.8703,2.1707,7.1224,0.7021,0.8751,3.3811,1.2824
453611373,2.7945,28.2666,71.7334,69.892,8.9176,41.8408,20.2771,1.0299,3.4525,21.5637,5.1759,0.4648,0.2494,0.211,0.8985,12.1105,0.5031,3.8214,19.0687,12.2816,2.5171,9.3602,0.1653,0.239,0.8351,4.7362,0.5931,4.0575,0.059,0.0266,0.7348,1.381
453612790,1.3471,8.9927,91.3027,90.0252,8.8846,32.0158,18.5208,0.8885,11.3675,13.3798,4.5408,0.2689,0.1129,0.1561,0.4899,5.9719,0.7252,2.1131,49.0959,29.3769,4.3343,23.6547,0.6916,0.6964,2.4373,16.535,3.525,11.6509,0.3674,0.9917,2.6702,1.7289
453612806,3.9426,1.7165,98.1204,94.512200000000007,2.695,42.3859,25.2293,0.6238,2.2995,17.1566,5.3981,0.2487,0.0938,0.1549,0.7991,8.5783,0.9377,2.2098,49.3008,32.3399,9.7851,21.1685,0.3833,1.003,2.6787,14.058,2.1731,11.6117,0.1549,0.1182,0.9459,1.7776
453612807,4.157,7.3562,92.2647,87.7776,4.6868,43.0696,20.7686,0.8314,3.7657,22.301,5.832,0.2119,0.0571,0.1549,0.6928,12.9926,1.1941,2.4534,39.9967,25.1375,4.9517,19.2281,0.379,0.5787,2.2089,12.7603,1.4142,10.9671,0.1671,0.2119,1.7199,1.2879
453612808,2.7599,24.8906,73.3776,71.2824,3.5543,51.7246,12.9763,0.6841,0.6828,38.5173,7.7473,0.3894,0.1506,0.2389,1.7058,15.6686,0.6452,14.5808,15.8672,9.8802,2.2523,7.4228,0.0532,0.1519,0.8581,4.5292,0.4401,4.0333,0.0363,0.0195,0.5647,1.1268
453612820,3.8762,4.0427,95.7763,91.7264,6.9671,34.1187,15.3637,0.4814,1.6033,18.4582,6.1238,0.5501,0.2353,0.3149,1.1147,9.1531,0.6153,2.5407,50.4669,33.3876,8.1035,23.5613,0.6334,1.0894,2.5335,12.5226,1.8024,10.456,0.1918,0.0724,1.2052,2.6059
453612826,3.7504,6.0583,93.9258,91.3725,2.3511,67.8502,11.3898,0.5929,3.5959,56.4581,9.2545,0.3158,0.1363,0.1795,2.9076,33.0653,1.2516,13.0185,21.0463,13.3501,4.2047,8.6161,0.1658,0.3635,1.2221,6.2287,1.3471,4.7726,0.0772,0.0318,1.3902,1.0268
453611343,2.2187,24.8714,74.6012,72.2488,15.3325,23.012,12.643,0.6913,3.8579,10.369,2.6469,0.3399,0.2179,0.122,0.3863,6.2869,0.819,0.6176,33.4478,24.4546,4.3881,19.3305,0.2761,0.46,1.8174,8.1145,0.8981,7.0801,0.0658,0.0705,1.4737,0.8501
453611347,2.4506,14.311,85.6521,82.496,13.1929,25.6849,12.2672,0.481,5.0463,13.4177,2.9035,0.3717,0.2159,0.1554,0.6426,7.965,1.3196,1.2321,43.3166,29.8051,6.1648,22.8105,0.299,0.5308,2.217,11.0295,0.7371,10.1,0.1436,0.0487,1.3122,2.1808
453611356,2.8455,24.3124,75.5708,72.9952,16.7968,20.1296,10.1403,0.565,2.6239,9.9887,2.6544,0.3107,0.1461,0.1646,0.591,5.697,0.1584,1.4489,35.8392,23.8264,4.5583,18.4043,0.3263,0.5375,1.7133,10.0228,0.8706,8.9936,0.1045,0.0541,1.2874,1.9656
453611357,4.8135,26.495,72.7126,67.6252,7.4493,30.998,19.7708,0.749,6.3732,11.4742,2.9439,0.2822,0.1566,0.1247,0.4533,5.8972,0.9001,1.7185,28.9893,20.5831,3.4417,16.4658,0.2309,0.4447,1.5205,7.7005,0.6701,6.8468,0.1047,0.0789,1.3331,0.8261
453611384,2.2189,25.1685,75.0997,72.4901,15.7606,24.2011,13.2405,0.6507,2.5882,10.8354,2.4028,0.3343,0.2048,0.1296,0.4075,7.2789,0.4004,0.7483,32.2805,22.0251,4.3194,16.7497,0.2012,0.7547,1.713,9.0436,0.9424,7.9282,0.0855,0.0875,2.0012,1.0244
453611387,1.8305,14.3884,85.7272,84.0595,10.9797,31.3207,17.0291,0.4144,9.8134,14.2913,3.2665,0.1734,0.0892,0.084,0.8884,9.432,0.3126,1.269,41.2844,25.2286,4.0586,20.3982,0.3668,0.405,1.8943,12.3231,0.8758,11.1122,0.2747,0.0604,1.9825,2.8085
453611442,3.9252,12.0001,88.1095,83.9025,6.6599,37.5485,12.0001,0.6281,3.7347,25.5484,3.4744,0.4508,0.3094,0.1424,1.2705,15.9705,1.3351,4.6425,38.9358,21.5945,6.3535,14.454,0.1393,0.6475,2.0359,13.9346,2.834,10.8208,0.0891,0.1906,3.5318,2.2879
453611444,2.5703,20.9925,78.7548,76.2325,11.1471,16.6659,4.7958,0.1842,1.9924,11.87,1.2998,0.3428,0.1675,0.1753,0.2135,7.7237,1.7847,1.0373000000000001,48.1942,33.8195,4.31,29.0913,0.1381,0.2801,3.2148,12.7751,1.149,11.5664,0.0167,0.0431,1.292,1.1892
453611446,3.3237,14.1522,86.1169,82.8737,6.6604,37.451,9.6179,0.3619,2.8764,27.7102,2.8942,0.5917,0.338,0.244,0.7392,19.5836,3.0061,2.0776,38.637,25.0058,4.8981,19.7213,0.1125,0.2741,2.2582,11.4349,0.9334,10.4358,0.0283,0.0375,1.2732,1.6874
453611453,3.9178,7.8754,91.5829,87.7516,19.0845,20.5941,8.0227,0.4381,1.3767,12.5706,2.2237,0.1345,0.0384,0.0962,0.3697,5.5566,0.2755,4.5151,47.42,25.5801,4.101,21.1144,0.0923,0.2724,2.197,18.9414,3.0675,11.1903,2.7337,1.9499,2.3743,2.2476
453611456,2.9806,8.0913,92.031,89.2238,14.6857,26.9292,7.5608,0.4747,2.0205,19.4611,4.977,0.2304,0.0777,0.1527,0.6066,10.9006,0.7984,2.8279,47.2785,16.47,2.3793,13.7961,0.1091,0.1855,1.3064,26.8988,15.329,8.4318,0.5041,2.6339,13.3866,3.3288
453611459,2.0293,32.5365,67.591,65.6672,12.2575,18.049,5.3109,0.2274,1.8648,12.7381,1.5323,0.422,0.1542,0.2679,0.3691,9.8019,0.6645,0.7558,34.7914,22.7316,3.1361,19.4457,0.0383,0.1115,2.1085,9.9685,0.6262,9.2881,0.0258,0.0284,0.5767,1.5133
453611476,3.301,20.1694,79.8306,76.6806,9.1636,19.0929,7.0208,0.343,1.0231,12.2111,2.1283,0.1919,0.0534,0.1394,0.4528,7.1966,0.6534,2.2327,48.1355,26.2356,3.7922,22.0859,0.1336,0.224,1.8334,18.3438,3.7761,11.9308,1.0139,1.6231,2.9119,2.754
453611484,3.0121000000000002,35.7594,64.4123,61.1017,8.9573,18.1721,7.823,0.3348,2.4867,10.2128,1.5889,0.1295,0.0598,0.0707,0.3831,5.4935,0.7523,2.405,33.5578,17.6585,2.5372,14.073,0.4186,0.6298,1.3951,12.8535,1.9987,8.4909,1.3182,1.0457,1.9053,2.1012
453611485,2.4423,7.7158,92.3282,89.977,11.1023,12.5486,8.4018,0.3879,3.8063,4.1468,1.3726,0.1951,0.1331,0.062,0.1348,1.6448,0.327,0.8491,65.2382,27.295,3.5447,22.1306,0.4498,1.1699,2.009,32.1199,13.849,11.4779,1.6097,5.1833,7.8366,3.3037
453611439,2.7785,25.1408,74.594,71.6242,6.5414,28.3626,4.1274,0.2932,2.5144,24.1723,2.0194,0.1298,0.0143,0.1155,0.6091,16.8,2.6204,2.7524,36.2906,23.9994,3.9479,19.6161,0.1846,0.2509,1.7523,10.7327,0.9677,9.6782,0.057,0.0298,1.4021,1.3473
