cytof_id,Eosinophils_1,Neutrophils_3,B.cells_4,B.cells_5,B.cells_6,B.cells_7,cDC_8,Neutrophils_11,Neutrophils_12,Neutrophils_13,Neutrophils_14,B.cells_15,B.cells_16,B.cells_17,B.cells_18,Memory.B.cells_19,Naive.CD4.T.cells_20,Neutrophils_21,Neutrophils_23,Neutrophils_24,B.cells_25,B.cells_26,B.cells_27,B.cells_28,cDC_29,Naive.CD4.T.cells_30,Monocytes_31,Neutrophils_32,Neutrophils_33,Basophils_34,Neutrophils_35,Neutrophils_36,B.cells_37,gdT_38,Naive.CD8.T.cells_39,Naive.CD8.T.cells_40,Monocytes_41,Neutrophils_42,Neutrophils_43,Neutrophils_44,Neutrophils_45,Neutrophils_46,Neutrophils_47,Naive.CD8.T.cells_48,Naive.CD8.T.cells_49,Naive.CD8.T.cells_50,Monocytes_51,Monocytes_52,Neutrophils_53,Neutrophils_54,NK.cells_55,Neutrophils_56,Memory.CD4.T.cells_57,Naive.CD4.T.cells_58,Naive.CD8.T.cells_59,Naive.CD8.T.cells_60,Monocytes_61,Monocytes_62,Neutrophils_63,pDC_64,gdT_65,Memory.CD4.T.cells_66,Memory.CD4.T.cells_67,Naive.CD4.T.cells_68,Naive.CD4.T.cells_69,Treg_70,Monocytes_73,NKT_75,Memory.CD4.T.cells_76,Memory.CD4.T.cells_77,Naive.CD4.T.cells_78,Naive.CD4.T.cells_79,Naive.CD4.T.cells_80,NK.cells_81,NK.cells_82,Memory.CD8.T_84,Memory.CD4.T.cells_85,Treg_86,Memory.CD4.T.cells_87,Memory.CD4.T.cells_88,Naive.CD4.T.cells_89,Naive.CD4.T.cells_90,NK.cells_91,NK.cells_92,Memory.CD8.T_93,gdT_95,Memory.CD4.T.cells_96,Eosinophils_97,Naive.CD4.T.cells_98,Naive.CD4.T.cells_99,Naive.CD4.T.cells_100,Neutrophils_121,Neutrophils_126,Neutrophils_127
453610959,0.520915548539858,3.52223099184425,0.853459615890555,1.41962641410155,1.76479873717443,1.42488818731913,0.139963167587477,3.91686398316233,0.0347277032359905,1.52591423309655,0.34622467771639,0.257826887661142,0.1557484872402,5.60273612207314,1.35332807156012,0.478821362799263,0.170481452249408,1.35017100762957,0.0420941857405946,0.0220994475138122,1.2954485661668,1.43330702446725,0.237832149434359,1.7984740857669,0.191528545119705,0.295711654827677,0.439884240989213,0.605103920021047,0.0431465403841094,1.14811891607472,0.0273612207313865,0.0178900289397527,0.255722178374112,0.304130491975796,1.98053143909497,0.750328860826098,2.68245198631939,0.00631412786108919,0.00631412786108919,0.0126282557221784,0.0831360168376743,0.0610365693238621,0.0126282557221784,1.22915022362536,0.894501446987635,1.63956853459616,1.41331228624046,0.931333859510655,NA,0.0715601157590108,0.191528545119705,0.0294659300184162,0.108392528282031,1.44698763483294,0.217837411207577,1.01762694027887,0.943962115232833,0.781899500131544,0.242041568008419,0.371481189160747,0.0841883714811892,0.676664035780058,0.247303341225993,0.264141015522231,0.649302815048671,0.511444356748224,1.12917653249145,0.31360168376743,0.491449618521442,0.310444619836885,0.446198368850303,1.6353591160221,0.786108918705604,1.34701394369903,0.908182057353328,1.26072086293081,1.62062615101289,0.234675085503815,0.685082872928177,0.342015259142331,0.528282031044462,1.69008155748487,1.19442252038937,0.42830833991055,0.419889502762431,0.122073138647724,0.427255985267035,0.0515653775322284,0.987108655616943,0.600894501446988,0.373585898447777,6.37937384898711,4.79663246514075,17.9342278347803
453610960,0.224719101123596,0.674157303370786,NA,NA,NA,NA,NA,NA,1.12359550561798,0.224719101123596,1.12359550561798,1.57303370786517,1.57303370786517,NA,0.224719101123596,0.224719101123596,NA,NA,NA,4.71910112359551,NA,0.224719101123596,1.34831460674157,NA,NA,NA,0.224719101123596,NA,NA,0.224719101123596,0.449438202247191,3.59550561797753,0.224719101123596,NA,0.674157303370786,0.449438202247191,NA,0.224719101123596,1.34831460674157,1.12359550561798,1.79775280898876,12.3595505617978,3.82022471910112,0.674157303370786,2.02247191011236,NA,NA,NA,0.224719101123596,0.449438202247191,2.47191011235955,22.4719101123595,2.47191011235955,0.449438202247191,0.224719101123596,NA,0.224719101123596,NA,0.224719101123596,0.224719101123596,2.47191011235955,0.449438202247191,0.898876404494382,6.29213483146067,0.224719101123596,0.224719101123596,NA,NA,NA,0.674157303370786,2.02247191011236,0.224719101123596,NA,0.449438202247191,NA,NA,NA,NA,NA,3.14606741573034,0.449438202247191,0.224719101123596,0.224719101123596,NA,0.674157303370786,NA,NA,0.224719101123596,0.449438202247191,0.224719101123596,NA,0.898876404494382,7.19101123595506,0.449438202247191
453610961,0.764416860615464,0.0837858805275407,0.156193431600724,0.251357641582622,0.0972329971554176,0.0630980087923455,0.138608740625808,0.940263770364624,0.231704163434187,0.12929919834497,2.58391517972589,1.5784846133954,2.1701577450219798,0.233772950607706,0.587535557279545,0.47788983708301,0.220325833979829,0.26066718386346,0.0899922420480993,3.09490561158521,0.109645720196535,2.08430307732092,2.90457719162141,0.0920610292216188,0.26273597103698,0.17274372898888,0.334109128523403,0.0982673907421774,0.0682699767261443,0.443754848719938,0.458236358934575,1.88259632790277,5.07680372381691,1.00646495991725,0.352728213085079,0.297905352986811,0.0196534781484355,4.2648047582105,1.30230152573054,2.82286009826739,1.02922161882596,3.07318334626325,1.85777088182053,0.807861391259374,3.19834497026118,1.00646495991725,0.0403413498836307,0.0124127230411171,1.01680889578485,0.633048875096974,5.84639255236618,2.56115852081717,0.732350659425912,0.794414274631497,0.588569950866305,0.231704163434187,NA,0.0113783294543574,0.229635376260667,0.30411171450737,1.07370054305663,0.828549262994569,1.0540470649082,4.59270752521334,0.415826221877424,0.417895009050944,0.0548228600982674,0.266873545384019,0.332040341349884,0.703387638996638,3.92448926816654,0.102404965089216,0.471683475562451,0.728213085078873,0.445823635893457,0.419963796224463,0.230669769847427,0.181018877682958,0.127230411171451,1.16472717869149,0.243082492888544,0.140677527799328,0.124127230411171,0.582363589345746,6.62011895526248,0.124127230411171,0.100336177915697,0.108611326609775,0.265839151797259,0.831652443754849,0.155159038013964,0.700284458236359,9.11197310576674,1.17196793379881
453610962,0.00709751992375236,0.301137631050636,0.184535518017561,0.312290876645104,0.0375154624541196,0.0243343540242938,0.0689473364021658,0.022306491188936,0.699612678198447,0.428892989678178,11.5872082412346,1.76322673534362,2.12114452578428,0.0648916107314501,0.136880741386653,0.175410135258451,0.425851195425141,0.0699612678198447,0.0496826394662665,3.4037677691481,0.0294040111126883,1.42558757325654,2.13128383996106,0.022306491188936,0.181493723764525,0.118629975868432,0.276803277026342,0.304179425303672,0.0243343540242938,0.609372782025024,1.70137691886521,0.654999695820575,3.15028491472837,0.0699612678198447,0.375154624541196,0.21393952913025,0.0162229026828625,2.90998316873847,3.17360533733498,2.16575750816215,0.459310932208545,2.0957962403423,0.486687080485876,0.861841705027072,5.13556263054367,0.844604870926531,0.0101393141767891,0.0669194735668079,0.955123395453531,2.45472796220064,2.94648469977491,1.187313690102,0.308235150974388,1.23294060389755,0.534341857116785,0.745239591993998,NA,0.00506965708839454,0.423823332589784,0.295054042544562,1.48236773264656,1.49149311540567,1.32622229432401,4.48563259181149,0.341694887757792,0.619512096201813,0.0973374160971752,0.345750613428508,0.401516841400848,0.645874313061464,1.92241396791921,0.163242958246304,0.362987447529049,1.10924097094073,0.615456370531097,0.146006124145763,0.596191673595198,0.152089712651836,0.239287814572222,1.47222841846977,0.133838947133616,0.140936467057368,0.189605175105956,0.605317056354308,0.128769290045221,0.386307870135664,0.099365278932533,0.0669194735668079,0.181493723764525,0.694543021110052,0.0699612678198447,1.06462798856285,10.3562955001724,5.37687830795125
453610963,0.00106934716355665,3.37379030102123,0.312249371758541,0.872587285462225,1.3987060899321,3.12570175907608,0.0630914826498423,0.0021386943271133,0.0021386943271133,0.636261562316206,0.0866171202480885,0.110142757846335,0.0267336790889162,2.17826017216489,1.302464845212,0.346468480992354,0.125113618136128,0.00106934716355665,0.0149708602897931,0.0128321659626798,2.18253756081912,0.255573972090039,0.0320804149066995,3.20162540768861,0.166818157514837,0.534673581778324,0.0449125808693792,0.288723734160295,0.0673688713040689,0.0812703844303053,0.0224562904346896,0.00534673581778324,0.0406351922151526,0.37641020157194,2.78137197241084,1.12388386889804,1.71951023899909,NA,0.0021386943271133,0.00320804149066995,0.00748543014489654,0.0160402074533497,0.00641608298133989,0.419184088114206,0.166818157514837,1.92803293589264,2.45842912901674,0.507939902689408,0.00427738865422659,0.0256643319253596,0.171095546169064,0.00534673581778324,0.0310110677431428,1.38480457680586,0.0171095546169064,1.09180345399134,1.20729294765546,1.20301555900123,0.206384002566433,0.217077474202,0.248088541945142,0.189274447949527,0.0203175961075763,0.132599048281024,0.235256375982463,0.857616425172432,0.750681708816767,0.391381061861733,0.473720793455595,0.371063465754157,0.584932898465487,3.26150884884778,4.23568411484788,1.60295139817142,0.623429396353526,7.17104207881088,1.47890712719885,0.59990375875528,0.80094102550393,0.142223172753034,0.0320804149066995,1.8574560230979,3.56627279046142,0.692936961984708,0.329358926375448,1.73768914077955,0.62236004918997,NA,1.90129925680372,0.937817462439181,3.84109501149548,5.0173768914078,0.578516815484147,16.7160348607175
453610964,0.00102282955568284,0.857131167662221,0.150355944685378,1.24376073971033,2.17453563538172,1.69176008509942,0.0756893871205302,0.00102282955568284,0.00306848866704852,0.440839538499305,0.0542099664511906,0.271049832255953,0.0583012846739219,1.02692087390557,0.229113820472956,0.161607069797889,0.0235250797807053,0.00511414777841421,0.00511414777841421,0.00409131822273136,0.98293920301121,0.19433761557974,0.116602569347844,1.05965141968742,0.133990671794452,0.0961459782341871,0.122739546681941,1.10977006791588,0.0327305457818509,0.0470501595614107,0.0184109320022911,0.00409131822273136,0.0378446935602651,0.0143196137795598,1.35218067261272,0.614720562965387,3.55126421733082,0.0122739546681941,0.00920546600114557,0.0112511251125113,0.00409131822273136,0.0132967842238769,NA,0.312985844038949,0.107397103346698,1.40843629817527,2.36580476229441,1.25296620571148,0.00102282955568284,0.0204565911136568,0.0828491940103101,0.00204565911136568,0.0132967842238769,0.653588086081335,0.0214794206693397,0.275141150478684,1.2519433761558,0.631085835856313,0.148310285574012,0.09000900090009,0.0368218640045823,0.148310285574012,0.019433761557974,0.0634154324523361,0.083872023565993,0.322191310040095,0.678135995417724,0.157515751575158,0.0808035348989444,0.129899353571721,0.402994844939039,1.46264626462646,1.41048195728664,1.14045495458637,0.390720890270845,0.24138777514115,0.642336960968824,0.131945012683086,0.438793879387939,0.0746665575648474,0.00920546600114557,0.424474265608379,0.342647901153752,0.173881024466083,0.00204565911136568,0.186154979134277,0.243433434252516,0.00715980688977989,0.618811881188119,0.378446935602651,1.30103919482857,8.68995990508142,2.01190573602815,50.8980443498895
453610965,0.00139618005137943,0.138221825086563,0.149391265497599,0.21780408801519,0.825142410365241,0.625488663017983,0.0432815815927622,0.00279236010275885,0.0209427007706914,0.0907517033396627,0.221992628169329,1.09879370043561,0.843292751033173,1.34172902937563,1.1267173014632,0.280632190327265,0.248520049145538,0.00977326035965598,14.9796157712499,2.33301686585502,2.08868535686362,2.01608399419189,0.227577348374846,3.12325477493578,0.131240924829666,0.117279124315872,0.055847202055177,2.48240813135262,0.0307159611303474,0.187088126884843,1.06947391935664,0.893555232882832,0.960571875349045,0.541717859935217,0.0809784429800067,0.113090584161734,0.513794258907629,1.24260024572769,0.670166424662125,0.478889757623143,0.0670166424662124,2.6262146766447,0.547302580140735,0.584999441527979,3.10929297442198,0.353233552998995,0.0572433821065565,0.855858371495588,0.205238467552776,0.654808444096951,3.09951971406233,1.655869540936,0.658996984251089,0.435608176030381,1.20629956439182,0.245727689042779,0.889366692728694,0.0670166424662124,0.367195353512789,0.188484306936222,1.29425890762873,1.66424662124428,5.50793030269184,2.48520049145538,0.0963364235451804,0.263878029710712,0.501228638445214,0.469116497263487,1.03596559812353,0.358818273204512,1.56372165754496,0.117279124315872,0.108902044007595,1.30542834803976,0.959175695297666,0.314140511560371,0.529152239472802,0.19406902714174,0.476097397520384,0.70507092594661,0.0418854015413828,0.0586395621579359,1.79967608622808,0.879593432369038,0.202446107450017,0.258293309505194,0.124260024572769,0.00837708030827656,0.226181168323467,0.241539148888641,0.108902044007595,0.594772701887635,7.89260583044789,8.11320227856584
453610966,0.00929176130497626,2.16291554821392,0.502787528391493,1.09849266983275,1.1212058641338,1.48977906256453,0.0650423291348338,0.0175511046871774,0.377864959735701,0.742308486475325,0.0196159405327276,0.037167045219905,0.0103241792277514,1.54346479454883,1.56824282469544,0.237456122238282,0.0980797026636382,0.0175511046871774,0.00412967169110056,0.00412967169110056,0.378897377658476,0.136279165806318,0.0196159405327276,1.45674168903572,0.193062151558951,0.320049556060293,0.0433615527565559,0.0908527772042123,0.0412967169110056,0.504852364237043,0.0113565971505265,0.0216807763782779,0.0340697914515796,0.0123890150733017,1.05926078876729,0.908527772042123,1.28845756762337,NA,0.0051620896138757,0.00412967169110056,0.0908527772042123,0.0681395829031592,0.0123890150733017,0.260169316539335,0.111501135659715,1.68697088581458,4.89262853603139,0.340697914515796,0.00206483584555028,0.0650423291348338,0.0702044187487095,0.0216807763782779,0.0154862688416271,0.980797026636382,0.0154862688416271,0.496593020854842,1.20379929795581,1.51765434647945,0.258104480693785,0.387156721040677,0.0722692545942598,0.153830270493496,0.0268428659921536,0.192029733636176,0.194094569481726,0.566797439603552,0.96221350402643,0.205451166632253,0.227131943010531,0.436712781333884,1.24199876109849,2.11645674168904,3.98926285360314,0.717530456328722,0.547181499070824,0.051620896138757,1.43196365888912,0.258104480693785,0.754697501548627,0.11253355358249,0.106339046045839,0.970472847408631,1.79330993186042,0.406772661573405,NA,0.360313855048524,0.647326037580012,0.209580838323353,1.18211852157753,0.659715052653314,4.27937228990295,12.7286805698947,1.01796407185629,31.2244476564113
453610967,1.81123783614105,1.05053887203097,0.464580935439992,0.51166684105891,2.19001778800879,3.06790833943706,0.101496285445223,9.26441351888668,0.0449931987025217,0.122423354609187,0.0324369572041436,0.224965993512609,0.183111855184681,3.47493983467615,0.765930731401067,0.29297896829549,0.0742910955320707,5.95270482368944,NA,NA,2.069687140316,0.637229256042691,0.193575389766663,1.22632625300827,0.224965993512609,0.262634718007743,0.381919012242335,0.210317045097834,0.00627812074918908,0.101496285445223,0.00837082766558543,0.0303442502877472,0.0742910955320707,0.761745317568275,1.05890969969656,0.952181646960343,1.95877367374699,0.00732447420738726,NA,0.00732447420738726,0.0753374489902689,0.0565030867427017,0.0272051899131527,0.377733598409543,0.22391964005441,1.88866799204771,3.7344354923093,0.217641519305221,0.00104635345819818,0.0345296641205399,0.104635345819818,0.0387150779533326,0.0313906037459454,1.28387569320917,0.0188343622475672,0.907188448257822,0.553520979386837,0.756513550277284,0.183111855184681,0.169509260228105,0.0544103798263053,0.127655121900178,0.040807784869729,0.163231139478916,0.741864601862509,0.875797844511876,0.561891807052422,0.196714450141258,0.111959820027205,0.12660876844198,1.09971748456629,3.71874019043633,2.10526315789474,0.395521607198912,0.273098252589725,1.04635345819818,0.745003662237104,0.216595165847023,0.394475253740714,0.151721251438736,0.448885633567019,0.548289212095846,1.4523385999790701,0.459349168149001,0.105681699278016,0.259495657633149,0.312859684001256,0.187297269017474,1.01391650099404,0.775347912524851,3.30752328136444,13.0250078476509,0.820341111227373,13.6475881552789
453610968,0.0391047080010291,0.222279392847955,0.19243632621559,0.408541291484435,0.119372266529457,0.0710059171597633,0.226395677900695,0.21713403653203,0.604064831489581,0.664780036017494,4.21610496526884,1.39130434782609,0.481605351170569,0.0535117056856187,0.084383843581168,0.326215590429637,0.453820427064574,0.328273732956007,0.0360174942114741,0.42397736043221,0.0380756367378441,0.20684332390018,2.23617185490095,0.0267558528428094,0.84795472086442,0.343709801903782,0.659634679701569,0.0535117056856187,0.533058914329817,0.420890146642655,1.40674041677386,1.05994340108052,0.400308721378956,0.0514535631592488,0.226395677900695,0.491896063802418,0.150244404425006,11.6861332647286,1.00643169539491,1.5065603293028,0.891175713918189,6.9112426035503,1.21121687676872,1.66503730383329,0.851041934653975,1.69899665551839,0.40339593516851,0.116285052739902,4.50218677643427,0.961152559814767,1.39130434782609,3.94031386673527,0.667867249807049,0.110110625160792,0.279907383586313,0.134808335477232,0.00308721378955493,0.266529457164909,0.386930794957551,0.371494726009776,0.0915873424234628,0.298430666323643,1.41908927193208,0.821198868021611,0.257267815796244,0.491896063802418,0.355029585798817,0.22948289169025,0.0782094160020581,0.826344224337535,5.75456650373038,0.230511962953435,0.355029585798817,2.54283509133007,0.764599948546437,0.0771803447388732,0.727553383071778,0.338564445587857,0.277849241059943,0.805762799073836,0.188320041162851,0.4178029328531,0.171854900951891,0.345767944430152,0.0319012091587342,0.343709801903782,0.391047080010291,0.044250064316954,4.26447131463854,0.446616928222279,0.761512734756882,1.13300746076666,7.54926678672498,6.49035245690764
