cytof_id,Eosinophils,Neutrophils,NonNeutrophils,NonEosinophils,B.cells,NonTB,NK,CD56bright.CD16neg.NK,CD56dim.CD16pos.NK,NonNK,CD14neg.CD16neg,CD123pos,Basophils,pDCs,mDCs,Classical.monocytes,Intermediate.monocytes,Nonclassical.monocytes,T.cells,CD4T,CD4T.TCM,CD4T.Naive,CD4T.TEMRA,CD4T.TEM,Tregs,CD8T,CD8T.TCM,CD8T.Naive,CD8T.TEMRA,CD8T.TEM,HLADRpos.T,TCRgd.cells
453611607,3.5897610256417374,15.422759011627623,84.95178372530248,81.03586712094264,7.954813584627322,26.02288125571595,14.357137443513647,0.5562595078835514,6.5463675069978065,12.105034589615011,2.3488361187223936,0.15437438850056573,0.10452230868576286,0.01853825899121545,0.25876211254967996,7.009070285055282,0.5649143130188611,2.437721792445727,47.06774471518539,33.66308717476055,6.6834061348258125,26.902859266890925,0.1340072092849277,0.1942312716930017,2.683295629035129,11.25218725586245,1.1527166309733823,9.98964446374127,0.04830660171575847,0.030561898615990346,0.49777156993664873,1.2684605953652979
453612785,2.6550096310489857,11.773384540530937,88.69942454030341,86.14297055773604,18.368609533469723,24.82156834007049,15.291622811495907,0.8137068828707007,5.89942591065234,10.063453762652644,3.9388897851039326,0.6568309953438459,0.5869375390792735,0.04213710082271068,1.2819627373444962,4.813247584937838,0.31072112277398534,1.1169671639084522,41.36129234010113,28.6547379915886,5.995696311187769,22.3754345328528,0.1077898383348651,0.3249784103666775,2.88915422166248,8.981530422224784,1.884281935563064,6.924814266718827,0.034289263572126694,0.0339764899867262,0.5303978120142452,2.2099182322958537
453612786,3.315740235206014,17.725827618866585,82.23244537299325,78.31296700635123,8.86099910492471,26.82083889186771,15.540710563494425,0.7035177769624282,3.697669572618924,11.999729436643939,2.687687923843526,0.3099189570542585,0.10143855171960071,0.06905823770534579,0.39925918007263855,6.381040527912284,0.8666014940726496,2.360824580113399,42.06789584729496,23.220246824775032,4.580938137989074,18.228415002466633,0.20628874601642244,0.35504135789844515,1.6094167073000119,14.022516505789742,4.709136192495914,7.012765649295309,1.0464886284701633,1.0162713697194903,3.8003783669547535,3.5709145369918116
453612787,3.0740321246230584,13.652626496069017,86.41182707590953,83.36192160486604,9.518809079780269,32.48500972378244,10.911405483174935,0.34759270750829546,1.371677962064993,21.78692020982683,3.941418529918226,0.5387260384770521,0.44344647274769483,0.04490568003199247,1.3276776183172692,14.433005287176591,1.7109815801642785,1.324512482812058,41.53866508271265,27.585172955054567,6.148859385482793,21.178591138433116,0.09590626365188566,0.2707227949986874,2.5224246703087876,10.703075492409567,1.1498840342855088,9.343477287573092,0.07363617765951247,0.09959201605681213,0.7664186303483786,1.779443069138634
453612789,2.7351543423682645,24.230637237098488,75.16535246092012,72.07963363932078,20.107880385838598,21.000145204494103,8.090072267842272,0.7361060522772547,2.3216187072275734,13.113955347125293,3.881255476210459,0.35059198975046246,0.1707267160529905,0.06122711365623363,1.1104811393844518,6.783061122181726,0.18830703378763244,2.7310370789508114,29.329851711920288,18.365616810160763,3.5076536099069786,14.62773221994409,0.12702407777019023,0.2380804821461447,1.3636918408809113,8.095581381801262,0.9314908296499856,7.0354167014205915,0.06638159037465048,0.03572992879872591,0.5854861828888093,1.892024639349486
453612798,4.04318088809132,16.106841570677137,83.99137845442215,78.62783892750709,8.603176483714579,52.89054427303076,22.290891131146292,0.5332440384424534,2.794293631711765,31.234963462410683,6.684790560371777,0.27103281491583464,0.029259365230437165,0.07530731649200852,1.356935142139838,5.989796143728301,0.7977017609273256,22.48436212112108,11.426032695363881,6.958976783437116,1.3661328391517773,5.473683396564941,0.11183270394865576,0.06739765281636358,0.5792199747321489,3.582489764857409,0.379700994851027,3.0895422021378103,0.03760915944824865,0.0629543735113494,0.48536124377632883,0.5788180624165408
453612802,3.0968478878165646,20.06392708226364,79.61226330829705,76.26735952370261,17.80187670655545,28.229750542122346,6.280366864781537,0.37702399365199907,2.340169675522493,21.930979282291858,3.2111381004112256,0.47703576922025603,0.28251290607626156,0.0702975064942609,0.9997495388059806,13.829343356443088,0.8562808683033067,4.286855426791622,28.841148556550873,20.37248884107689,5.311701263605485,14.648248930955614,0.08108242306796888,0.30799017670227186,2.143946116351454,6.241758140461246,1.261393923898371,4.816735942573227,0.05433159793538821,0.043851119085881386,0.5604409092801911,1.4332432528249384
453612810,3.261075056387071,4.2078405978406455,96.91894288308586,93.14394935229744,12.048974440400144,22.671541564330642,13.653754370013843,0.4823248582630355,3.174494789998554,9.466724562484012,1.8605776408208865,0.3469331186083352,0.10808790267788171,0.0765993201230066,0.4231325068028595,4.994986911784568,0.5707435553515422,2.3163322131117656,58.5644890233427,40.242205978118044,5.860630863830642,34.2320841289099,0.21657967666972053,0.43722527363618124,2.9212882458775127,13.205193746026966,1.7888234271815644,9.236241901160195,1.7772345985368552,0.5680370376204624,0.8435760427659604,2.966558287435426
453612814,7.693471366938431,6.897649857062122,93.5714793884941,85.33332874700503,2.9681333667072622,68.60770442347443,58.94882897326876,0.7219505201873764,8.418984695435048,12.091034482572478,5.044478090805352,0.24661197729279905,0.11974835870617122,0.04295449087497521,0.7528891815530588,3.9372679128554204,0.6158485124175505,3.137640733457187,14.896763524043553,9.728180883403661,2.2581553458511707,7.249119192758118,0.07912224580067413,0.16363466237072694,0.8551709076784879,3.3881839938741773,0.447683315360139,2.8557874254756204,0.034166304465602274,0.0338842037334633,0.5786352336057343,1.2691039186236477
453612825,5.092474362878895,12.63645142064318,87.76175315727158,81.69367585395216,8.293257367005573,44.89819894172935,24.01045255436231,0.4730575674703814,4.299545432854089,21.450308940503586,9.290978184647567,0.44282957854269417,0.13892547233947372,0.09851064700789226,3.9135144633855297,10.317852196161558,0.43619317495124604,1.5347582054932476,28.238081231672144,18.99743647891981,4.317760542045616,14.136494474333094,0.24549229136231848,0.35601973784770274,1.4798764221832816,7.512664068851566,0.6352012160977728,6.602699980414767,0.12823002095576214,0.14038253999911585,0.9395454880510022,1.39841189355154
