follow_up_timepoint,n_synf,n_ctrlf,median_delta_synf,median_delta_ctrlf,p_value,cohens_d,d_ci_lower,d_ci_upper,p_fdr
V3,41,42,1.0656626901854032,0.981222875086012,0.6472181322858683,0.1060914990756481,-0.32452565527360144,0.5367086534248976,0.6472181322858683
V5,41,41,2.111035459544989,2.1142527110086013,0.35562849568206145,0.2633162451082016,-0.171493904249168,0.6981263944655712,0.6472181322858683
