protein,timepoint,n_synf,n_ctrlf,p_value,cohens_d,d_ci_lower,d_ci_upper,p_fdr
IL10,V1,43,43,0.47539231824174405,-0.16248008432046795,-0.585898015785925,0.26093784714498913,0.9974350922814665
IL10,V3,41,42,0.7272162492611288,0.12101243942744634,-0.3096980080431418,0.5517228868980345,0.9671590749349257
IL10,V5,41,41,0.4012994224501486,-0.2087756262996462,-0.6428742926361419,0.2253230400368496,0.9715791351870459
ARNT,V1,43,43,0.4861126620478636,0.16238278545585294,-0.26103429249313437,0.5857998634048402,0.9974350922814665
ARNT,V3,41,42,0.4654404249529499,-0.231667567112453,-0.6634509991862152,0.20011586496130918,0.9562180802473277
ARNT,V5,41,41,0.9999999999999993,0.04129558868050637,-0.39164328324016473,0.47423446060117747,0.9999999999999993
TNFAIP8,V1,43,43,0.49152094987167333,0.32197085075245063,-0.10352832433233361,0.7474700258372349,0.9974350922814665
TNFAIP8,V3,41,42,0.960264053498391,-0.06015688590773535,-0.49056372083722344,0.3702499490217528,0.993568009111052
TNFAIP8,V5,41,41,0.8608885588612644,-0.05289389525034071,-0.4858630584347125,0.38007526793403107,0.9715791351870459
LTO1,V1,43,43,0.6425635723052294,0.10013715443164362,-0.3228384525685653,0.5231127614318525,0.9974350922814665
LTO1,V3,41,42,0.9098446790172188,0.015108583933736708,-0.41520483756835985,0.44542200543583327,0.993568009111052
LTO1,V5,41,41,0.4771990070299759,-0.26873847025071684,-0.7036282642494931,0.16615132374805947,0.9715791351870459
ACTN4,V1,43,43,0.9794371007298435,0.137198244095551,-0.28601505581899267,0.5604115440100947,0.9974350922814665
ACTN4,V3,41,42,0.39639348049278,0.33079195804105094,-0.10251976152147502,0.7641036776035769,0.9562180802473277
ACTN4,V5,41,41,0.07126181484227673,-0.4191868917711971,-0.856924373297864,0.018550589755469693,0.8227468565955679
LAP3,V1,43,43,0.9588877136766193,0.09654615353592819,-0.32641036151104397,0.5195026685829004,0.9974350922814665
LAP3,V3,41,42,0.960264053498391,-0.05997303377692128,-0.4903792602798912,0.3704331927260487,0.993568009111052
LAP3,V5,41,41,0.5609728094113208,-0.14287350511760374,-0.5763308089005188,0.29058379866531137,0.9715791351870459
AMBN,V1,43,43,0.965735174709012,-0.07015794907983995,-0.4929955333273124,0.35267963516763245,0.9974350922814665
AMBN,V3,41,42,0.7204214301842432,0.02687841534925062,-0.4034486224947966,0.45720545319329786,0.9671590749349257
AMBN,V5,41,41,0.7259292783933315,0.011573597295671966,-0.4213216995676755,0.44446889415901947,0.9715791351870459
LRRN1,V1,43,43,0.5415992495447999,0.08137700570166588,-0.34150654540605674,0.5042605568093885,0.9974350922814665
LRRN1,V3,41,42,0.9564175276224902,-0.11655406249665892,-0.5472353519215291,0.31412722692821127,0.993568009111052
LRRN1,V5,41,41,0.8033266885023767,-0.19067263206319532,-0.6245712731933277,0.24322600906693706,0.9715791351870459
PREB,V1,43,43,0.27421273465030777,0.01597923177533823,-0.4067321454635162,0.43869060901419266,0.9974350922814665
PREB,V3,41,42,0.4879434571374631,0.26277978133377505,-0.16942587175441642,0.6949854344219666,0.9562180802473277
PREB,V5,41,41,0.5374137503974772,-0.07413398848547816,-0.5071779553845361,0.3589099784135798,0.9715791351870459
IL24,V1,43,43,0.9452022906979529,-0.04374293232056811,-0.46649915505005346,0.3790132904089172,0.9974350922814665
IL24,V3,41,42,0.8597820332680803,-0.16472842329417606,-0.5957826036415955,0.26632575705324335,0.9897169386172758
IL24,V5,41,41,0.9118731548124229,-0.06627589526829968,-0.499289273513371,0.3667374829767716,0.9715791351870459
CEP164,V1,43,43,0.8568130904210148,0.1227581556186577,-0.30035372140900224,0.5458700326463176,0.9974350922814665
CEP164,V3,41,42,0.11650219979128075,-0.2523706916697859,-0.6844292160340786,0.1796878326945069,0.9531863394505088
CEP164,V5,41,41,0.19525674035676432,-0.3453360953894468,-0.7815223892732635,0.09085019849436976,0.9319843256608792
NBN,V1,43,43,0.7440165323806051,0.06323976037470343,-0.35957286914282255,0.4860523898922294,0.9974350922814665
NBN,V3,41,42,0.4221952155729392,-0.04912300929012062,-0.4794966262467739,0.3812506076665326,0.9562180802473277
NBN,V5,41,41,0.4490102983852025,-0.17935293502598065,-0.6131356721574056,0.2544298021054443,0.9715791351870459
FCRL3,V1,43,43,0.5359130625146642,0.06230928430924308,-0.36050018624080227,0.48511875485928846,0.9974350922814665
FCRL3,V3,41,42,0.08435773738878743,-0.3595830577983679,-0.7934383251239674,0.07427220952723151,0.9531863394505088
FCRL3,V5,41,41,0.6712819884113989,-0.14671096204319334,-0.5801990423239443,0.2867771182375575,0.9715791351870459
PRKAB1,V1,43,43,0.5646376918128043,-1.2892025123031328e-4,-0.42283339165825917,0.4225755511557986,0.9974350922814665
PRKAB1,V3,41,42,0.07950323631736082,-0.3359502897289947,-0.7693561086759932,0.09745552921800382,0.9531863394505088
PRKAB1,V5,41,41,0.46017212088183007,-0.07232302019844525,-0.5053596342617679,0.36071359386487734,0.9715791351870459
PNPT1,V1,43,43,0.8560711233215132,0.003927488715197731,-0.41877739946284054,0.42663237689323597,0.9974350922814665
PNPT1,V3,41,42,0.22530150443482774,-0.18918600830099774,-0.6204782161967034,0.24210619959470792,0.9531863394505088
PNPT1,V5,41,41,0.12412915868976838,-0.31438095415030803,-0.750004828070278,0.1212429197696619,0.8749579008731869
ARTN,V1,43,43,0.3223097648610338,0.22145376337416214,-0.202575117197735,0.6454826439460593,0.9974350922814665
ARTN,V3,41,42,0.39134849888156287,-0.20098541102875334,-0.6324041645945545,0.23043334253704784,0.9562180802473277
ARTN,V5,41,41,0.5528197621992615,-0.24123203097184182,-0.6757344283260456,0.19327036638236195,0.9715791351870459
RABGAP1L,V1,43,43,0.43382214506788597,-0.17189062807496658,-0.5953935172900218,0.25161226114008867,0.9974350922814665
RABGAP1L,V3,41,42,0.08109580856389907,-0.3287950573919694,-0.7620707345866002,0.10448061980266149,0.9531863394505088
RABGAP1L,V5,41,41,0.28367167231123147,-0.2095147610713027,-0.643621977503065,0.2245924553604596,0.9715791351870459
NCLN,V1,43,43,0.34386697456369586,0.2614956590384114,-0.16305432856001284,0.6860456466368356,0.9974350922814665
NCLN,V3,41,42,0.4766199947061226,-0.26029739672250696,-0.6924674268977309,0.17187263345271697,0.9562180802473277
NCLN,V5,41,41,0.31385741861530825,-0.21597194744930712,-0.6501551363915801,0.21821124149296586,0.9715791351870459
IL22RA1,V1,43,43,0.42376430327733694,0.24382168631555443,-0.18048771797647237,0.6681310906075812,0.9974350922814665
IL22RA1,V3,41,42,0.7822993194060897,0.1436277537692168,-0.2872474177926092,0.5745029253310427,0.9724415150950698
IL22RA1,V5,41,41,0.33479398317444764,-0.2388832614138636,-0.6733545006292514,0.19558797780152423,0.9715791351870459
IL2RB,V1,43,43,0.7570576638489661,0.02184577288932379,-0.40087160622463947,0.444563152003287,0.9974350922814665
IL2RB,V3,41,42,0.9242224567563853,-0.12023464586020734,-0.5509399278499862,0.31047063612957154,0.993568009111052
IL2RB,V5,41,41,0.024862445205848252,-0.517781851066537,-0.9580455856833299,-0.0775181164497441,0.7858575997553495
MYO9B,V1,43,43,0.763604249140777,0.09233233600515599,-0.33060266379071346,0.5152673358010255,0.9974350922814665
MYO9B,V3,41,42,0.0779359040765465,-0.3522799630566739,-0.7859931295066184,0.08143320339327054,0.9531863394505088
MYO9B,V5,41,41,0.5182203953128084,-0.08578030311459313,-0.5188758973931333,0.3473152911639471,0.9715791351870459
AOC1,V1,43,43,0.35273910509315154,0.2617594763999258,-0.16279422876720134,0.6863131815670529,0.9974350922814665
AOC1,V3,41,42,0.7546034501442722,-0.049383027585399517,-0.47975735018968696,0.3809912950188879,0.9671590749349257
AOC1,V5,41,41,0.5797981345387343,0.0017664737707986798,-0.4311251949787094,0.43465814252030677,0.9715791351870459
IL20,V1,43,43,0.444015153349213,-0.15469720077231378,-0.5780484699187534,0.26865406837412575,0.9974350922814665
IL20,V3,41,42,0.8883340984505821,-0.07271030133225176,-0.5031630819155135,0.35774247925101,0.993568009111052
IL20,V5,41,41,0.41645243359274225,-0.23257852920608593,-0.6669676283014545,0.20181056988928267,0.9715791351870459
RGS8,V1,43,43,0.0991797744194286,0.3131578685415576,-0.11219087615919132,0.7385066132423065,0.9974350922814665
RGS8,V3,41,42,0.8102709231223275,0.004576509110720285,-0.42573119975565793,0.4348842179770985,0.9746018750194912
RGS8,V5,41,41,0.8826815127850661,0.02234227358241771,-0.41056315164984175,0.45524769881467714,0.9715791351870459
IL11,V1,43,43,0.24498870280832957,-0.2114281533395015,-0.6353399984104666,0.21248369173146364,0.9974350922814665
IL11,V3,41,42,0.21839139951683872,0.29934645954211636,-0.1334227183373532,0.7321156374215859,0.9531863394505088
IL11,V5,41,41,0.5242243111806397,-0.2749539833175166,-0.7099370526187953,0.1600290859837621,0.9715791351870459
IL17F,V1,43,43,0.2346085374110591,-0.30359217342940376,-0.7287823067247654,0.1215979598659579,0.9974350922814665
IL17F,V3,41,42,0.8740377851351513,0.03168100375746835,-0.39865378292699005,0.46201579044192675,0.993568009111052
IL17F,V5,41,41,0.30942175171324665,-0.20892220373956913,-0.6430225632525062,0.22517815577336794,0.9715791351870459
SCGN,V1,43,43,0.0939344921336407,0.40120863082622615,-0.025827526570372683,0.828244788222825,0.9974350922814665
SCGN,V3,41,42,0.07950323631736082,-0.2830641471020264,-0.7155734367633779,0.14944514255932512,0.9531863394505088
SCGN,V5,41,41,0.21867788646791578,-0.30016454105049867,-0.7355475827271742,0.13521850062617696,0.9319843256608792
CXCL14,V1,43,43,0.5199263268916301,-0.031469295876573634,-0.45420055212176663,0.3912619603686193,0.9974350922814665
CXCL14,V3,41,42,0.06627397340515687,-0.21378530817995622,-0.6453499462823791,0.21777932992246668,0.9531863394505088
CXCL14,V5,41,41,0.9485242265659632,-0.05429106950888245,-0.48726438498213864,0.3786822459643737,0.9852356601030617
MVK,V1,43,43,0.7375228453167286,-0.08607941974817855,-0.5089842602755767,0.3368254207792197,0.9974350922814665
MVK,V3,41,42,0.21499339936765766,-0.16258625042123215,-0.5936211437554293,0.268448642912965,0.9531863394505088
MVK,V5,41,41,0.82480650880236,0.05042374871661239,-0.38253833817229194,0.4833858356055167,0.9715791351870459
WNT9A,V1,43,43,0.9588877136766193,0.10962420885528691,-0.31340518632113656,0.5326536040317104,0.9974350922814665
WNT9A,V3,41,42,0.6022812148117992,0.09979386525435066,-0.3307875867542158,0.5303753172629171,0.962574441529572
WNT9A,V5,41,41,0.941182908283914,0.012294272197452357,-0.4206015016809762,0.445190046075881,0.9852148572094773
IL3RA,V1,43,43,0.26892330460401237,0.25306229009801157,-0.17137081776763063,0.6774953979636538,0.9974350922814665
IL3RA,V3,41,42,0.8376217785645027,-0.03621750378683496,-0.4665607771457296,0.39412576957205964,0.9746018750194912
IL3RA,V5,41,41,0.8608885588612644,0.014275913319892758,-0.418621320709228,0.4471731473490135,0.9715791351870459
SIT1,V1,43,43,0.4187864311541251,0.15769374781510326,-0.26568280141894196,0.5810702970491485,0.9974350922814665
SIT1,V3,41,42,0.1574397658075688,-0.29653984744348444,-0.7292632027362642,0.1361835078492954,0.9531863394505088
SIT1,V5,41,41,0.8972601420408413,-0.183532476439392,-0.6173571862827918,0.25029223340400775,0.9715791351870459
FXYD5,V1,43,43,0.8635637046734581,0.11326810909929724,-0.30978323699228383,0.5363194551908783,0.9974350922814665
FXYD5,V3,41,42,0.13944080142840942,-0.28509739849498106,-0.7176383560157634,0.1474435590258013,0.9531863394505088
FXYD5,V5,41,41,0.2084069326500556,-0.20286592068454995,-0.6368973060239536,0.2311654646548536,0.9319843256608792
CXCL12,V1,43,43,0.32269235004002145,0.249496842156829,-0.17488799434404356,0.6738816786577015,0.9974350922814665
CXCL12,V3,41,42,0.35286564750413923,-0.2606121271209611,-0.6927866552108883,0.17156240096896608,0.9562180802473277
CXCL12,V5,41,41,0.9632192207711497,0.05054743139104983,-0.38241500177068916,0.4835098645527888,0.9852356601030617
NRTN,V1,43,43,0.624188462806292,0.21927608316872113,-0.20472691782179978,0.6432790841592421,0.9974350922814665
NRTN,V3,41,42,0.8740377851351513,-0.11202974392067,-0.5426825609425483,0.31862307310120835,0.993568009111052
NRTN,V5,41,41,0.1539730384218178,-0.3918285865697468,-0.8289571358978706,0.045299962758377,0.8749579008731869
DGKZ,V1,43,43,0.34386697456369586,0.2713176112570428,-0.1533732873151431,0.6960085098292287,0.9974350922814665
DGKZ,V3,41,42,0.4381325207032406,-0.17689859190000118,-0.6080671196945349,0.2542699358945325,0.9562180802473277
DGKZ,V5,41,41,0.09895895084733092,-0.2487213369242888,-0.683325105726226,0.18588243187764839,0.8238908000777784
PADI2,V1,43,43,0.06187406325826178,0.4807349701735029,0.051825077323229496,0.9096448630237763,0.9974350922814665
PADI2,V3,41,42,0.7477264501483714,0.04661090898462806,-0.3837560823349065,0.4769779003041626,0.9671590749349257
PADI2,V5,41,41,0.6712819884113989,0.15085933660814227,-0.2826629286599963,0.5843816018762809,0.9715791351870459
PRKCQ,V1,43,43,0.4543420893937248,0.13389198937313837,-0.2892970960047263,0.557081074751003,0.9974350922814665
PRKCQ,V3,41,42,0.7395476321372203,-0.2624072828596509,-0.6946075691170304,0.16979300339772846,0.9671590749349257
PRKCQ,V5,41,41,0.5547633789274014,0.054856801097129884,-0.37811822646328774,0.4878318286575475,0.9715791351870459
IL17A,V1,43,43,0.2936289855673614,-0.09529807620835473,-0.5182481187755181,0.3276519663588086,0.9974350922814665
IL17A,V3,41,42,0.32482886428201696,-0.1777521747185902,-0.6089290270954923,0.253424677658312,0.9531863394505088
IL17A,V5,41,41,0.5222308467346414,0.17332015014090943,-0.2604037013321687,0.6070440016139875,0.9715791351870459
NFATC3,V1,43,43,0.5473150771383312,0.22724259212238498,-0.19685631855985838,0.6513415028046283,0.9974350922814665
NFATC3,V3,41,42,0.1574397658075688,-0.3075552730300615,-0.7404609221392271,0.12535037607910404,0.9531863394505088
NFATC3,V5,41,41,0.33201161754281744,-0.22165932048472547,-0.6559113231103313,0.21259268214088028,0.9715791351870459
GALNT3,V1,43,43,0.33337023558629075,0.28280708666974,-0.1420551760671343,0.7076693494066144,0.9974350922814665
GALNT3,V3,41,42,0.6537479778456265,-0.06292055321143236,-0.4933367583106471,0.3674956518877824,0.9671590749349257
GALNT3,V5,41,41,0.7328651667700142,-0.054571219836489354,-0.4875453809179868,0.37840294124500806,0.9715791351870459
IL5,V1,43,43,0.038552082784170605,0.4321687888435066,0.004442388037653733,0.8598951896493595,0.9974350922814665
IL5,V3,41,42,0.6934646186624562,-0.0166646466826854,-0.4469794304762422,0.4136501371108714,0.9671590749349257
IL5,V5,41,41,0.48091674881475516,0.048404087518256145,-0.38455246494087897,0.48136063997739126,0.9715791351870459
TNF,V1,43,43,0.46480162015184884,0.11969376464389801,-0.30339803543292415,0.5427855647207201,0.9974350922814665
TNF,V3,41,42,0.4710121083671921,-0.17470405646242035,-0.605851365228166,0.2564432523033252,0.9562180802473277
TNF,V5,41,41,0.03165307140773843,-0.4710747859535573,-0.9100773098196824,-0.032072262087432246,0.8036481866249354
TANK,V1,43,43,0.9931450327209764,0.03041064322607319,-0.3923188412269338,0.45314012767908013,0.9987244991969368
TANK,V3,41,42,0.2116332514227689,-0.2546308953064145,-0.686720865687244,0.17745907507441505,0.9531863394505088
TANK,V5,41,41,0.2329246159174975,-0.2707403091206715,-0.7056599137764694,0.1641792955351264,0.9475796874825466
SPRY2,V1,43,43,0.8299188693868926,0.05496797629024034,-0.3678182118796833,0.477754164460164,0.9974350922814665
SPRY2,V3,41,42,0.24000713217668299,-0.301487033732843,-0.7342914468779302,0.1313173794122442,0.9531863394505088
SPRY2,V5,41,41,0.664563418457537,0.1615222190148491,-0.27209227463030505,0.5951367126600032,0.9715791351870459
TPT1,V1,43,43,0.7899538636278954,0.10245946564472584,-0.32052885891061356,0.5254477902000653,0.9974350922814665
TPT1,V3,41,42,0.3618960319164869,0.20709405564637773,-0.22439320307171073,0.6385813143644662,0.9562180802473277
TPT1,V5,41,41,0.28367167231123147,-0.16124179603138608,-0.5948537838076533,0.2723701917448811,0.9715791351870459
IL17C,V1,43,43,0.972585136922629,-0.14332481474294154,-0.5665845422055925,0.2799349127197095,0.9974350922814665
IL17C,V3,41,42,0.5527034155695448,0.07926063166855765,-0.3512195679086262,0.5097408312457414,0.962574441529572
IL17C,V5,41,41,0.48294948339586224,-0.24338688205446074,-0.6779181312270739,0.19114436711815247,0.9715791351870459
YTHDF3,V1,43,43,0.8232247354280473,0.11572644141349205,-0.3073401184784248,0.5387930013054089,0.9974350922814665
YTHDF3,V3,41,42,0.13944080142840942,-0.2761756134409715,-0.7085792822785805,0.15622805539663742,0.9531863394505088
YTHDF3,V5,41,41,0.8826815127850661,0.1147992630097189,-0.31845764303890856,0.5480561690583463,0.9715791351870459
WAS,V1,43,43,0.972585136922629,0.1440274031980434,-0.27923777780686077,0.5672925842029476,0.9974350922814665
WAS,V3,41,42,0.08271388691915481,-0.2807422387445338,-0.7132156391233067,0.151731161634239,0.9531863394505088
WAS,V5,41,41,0.7560430360738934,0.22222725893057124,-0.21203171301065268,0.6564862308717951,0.9715791351870459
TNFRSF13C,V1,43,43,0.7833428528738308,0.02067455886250123,-0.4020414732862999,0.4433905910113024,0.9974350922814665
TNFRSF13C,V3,41,42,0.29029920129367126,-0.23973032263722355,-0.6716181112832025,0.19215746600875538,0.9531863394505088
TNFRSF13C,V5,41,41,0.5302632814990027,-0.21193441105882027,-0.6460698274709644,0.22220100535332388,0.9715791351870459
IL17D,V1,43,43,0.5588345750302292,-0.08850944997891011,-0.5114257602192797,0.3344068602614595,0.9974350922814665
IL17D,V3,41,42,0.42746994267325694,0.16671364944832517,-0.2643586294489497,0.5977859283456001,0.9562180802473277
IL17D,V5,41,41,0.07488303588244347,-0.3970139412222498,-0.8342548128485314,0.04022693040403186,0.8227468565955679
MILR1,V1,43,43,0.8299188693868926,0.10641314053430662,-0.31659750511453205,0.5294237861831452,0.9974350922814665
MILR1,V3,41,42,0.6801262811709131,0.011176978003846816,-0.41913359595109395,0.4414875519587876,0.9671590749349257
MILR1,V5,41,41,0.8383305198750634,-0.09253177401068502,-0.5256607371075311,0.3405971890861611,0.9715791351870459
PRDX3,V1,43,43,0.4543420893937248,0.11254594519393833,-0.3105009936364181,0.5355928840242947,0.9974350922814665
PRDX3,V3,41,42,0.5168688214617734,-0.05973364648564233,-0.4901390835679981,0.37067179059671346,0.962574441529572
PRDX3,V5,41,41,0.8391998710920148,-0.01868911526935907,-0.4515903837322258,0.4142121531935077,0.9715791351870459
ICA1,V1,43,43,0.972585136922629,0.08340254497460758,-0.3394900299738423,0.5062951199230574,0.9974350922814665
ICA1,V3,41,42,0.18609667389502582,-0.3229262332276636,-0.756097229317791,0.11024476286246371,0.9531863394505088
ICA1,V5,41,41,0.8681420813663075,0.05346684405378594,-0.37950400879911383,0.4864376969066857,0.9715791351870459
IRAK1,V1,43,43,0.9247053679747859,-0.004175787599121511,-0.4268807301987193,0.41852915500047627,0.9974350922814665
IRAK1,V3,41,42,0.25448127020556616,-0.19660447473720544,-0.6279753548806543,0.23476640540624338,0.9531863394505088
IRAK1,V5,41,41,0.4545721182644967,-0.02976103883732624,-0.4626771832288216,0.40315510555416917,0.9715791351870459
IL12RB1,V1,43,43,0.03240997109436925,0.501778819154103,0.07231812892341727,0.9312395093847888,0.9974350922814665
IL12RB1,V3,41,42,0.673493739572174,0.11592923505167901,-0.3147480552480113,0.5466065253513693,0.9671590749349257
IL12RB1,V5,41,41,0.3904048356524618,-0.2441527197460628,-0.6786942842369073,0.1903888447447816,0.9715791351870459
IL1RL2,V1,43,43,0.18159411985474908,0.336430131588584,-0.08932477298929575,0.7621850361664637,0.9974350922814665
IL1RL2,V3,41,42,0.505194238656606,-0.11090723658007874,-0.5415531636749871,0.3197386905148296,0.962574441529572
IL1RL2,V5,41,41,0.38531536163498215,-0.10898245817886784,-0.5422032944177986,0.32423837806006284,0.9715791351870459
IL1A,V1,43,43,0.9178833676068706,0.002684530861473799,-0.420020135023331,0.4253891967462786,0.9974350922814665
IL1A,V3,41,42,0.6213704030163435,-0.05032431157170021,-0.4807012198113136,0.3800525966679132,0.9629896289171037
IL1A,V5,41,41,0.8966949133794601,-0.1385619966382286,-0.5719856925656497,0.2948616992891925,0.9715791351870459
GBP2,V1,43,43,0.7899538636278954,-0.051213514034984337,-0.47398892132593384,0.3715618932559651,0.9974350922814665
GBP2,V3,41,42,0.9963861751691634,-0.07890249813575156,-0.5093811375678896,0.3515761412963864,0.9963861751691634
GBP2,V5,41,41,0.5609728094113208,0.21675638121945232,-0.2174361931938971,0.6509489556328018,0.9715791351870459
FGF5,V1,43,43,0.0631058151535237,0.3784146028535597,-0.04814550055576011,0.8049747062628796,0.9974350922814665
FGF5,V3,41,42,0.6342391092504543,0.06299194372518374,-0.3674245089951816,0.49340839644554907,0.9671590749349257
FGF5,V5,41,41,0.29636169096176934,-0.1728531784996913,-0.6065725555686107,0.260866198569228,0.9715791351870459
CSF3,V1,43,43,0.711737134432599,-0.07194109463152298,-0.4947855301904981,0.3509033409274521,0.9974350922814665
CSF3,V3,41,42,0.05489594451167663,0.285447588405275,-0.14709884596326045,0.7179940227738104,0.9531863394505088
