protein,timepoint,n_synf,n_ctrlf,p_value,cohens_d,d_ci_lower,d_ci_upper,p_fdr
ADA,V5,41,41,0.12876657237680073,-0.32295279819947337,-0.758727199894978,0.11282160349603126,0.8749579008731869
TNFRSF11A,V1,43,43,0.0717310307254415,0.3515511936087176,-0.07448298447438984,0.7775853716918251,0.9974350922814665
TNFRSF11A,V3,41,42,0.5959767401665277,-0.15424442319592585,-0.5852066089408463,0.2767177625489946,0.962574441529572
TNFRSF11A,V5,41,41,0.1434786816658607,-0.375657834167928,-0.8124454078696359,0.06112973953377998,0.8749579008731869
CD160,V1,43,43,0.267059890314698,0.3319509482204093,-0.09372355244067931,0.757625448881498,0.9974350922814665
CD160,V3,41,42,0.9963861751691634,-0.04442688140406245,-0.4747883948656084,0.38593463205748346,0.9963861751691634
CD160,V5,41,41,0.013082898683794331,-0.5355554897408815,-0.9763294255971703,-0.09478155388459275,0.6690968183997672
HCLS1,V1,43,43,0.8165433061995095,-0.01594158845623168,-0.4386529331945222,0.40676975628205886,0.9974350922814665
HCLS1,V3,41,42,0.18915951753963303,-0.29498280172395847,-0.7276809197565952,0.13771531630867828,0.9531863394505088
HCLS1,V5,41,41,0.7808420116882782,-0.12193414730034127,-0.5552378526863568,0.31136955808567424,0.9715791351870459
CD6,V1,43,43,0.027030262810251927,0.4927580797015338,0.06353629890713297,0.9219798604959346,0.9974350922814665
CD6,V3,41,42,0.3618960319164869,-0.19660742099932269,-0.62797833298579675,0.2347634909871514,0.9562180802473277
CD6,V5,41,41,0.1486559504776847,-0.3871806745242666,-0.8242097742800705,0.04984842523153732,0.8749579008731869
VEGFA,V1,43,43,0.024761146886549474,0.3669985381074366,-0.05933341436335543,0.7933304905782286,0.9974350922814665
VEGFA,V3,41,42,0.960264053498391,0.04584041010364181,-0.3845246186949812,0.47620543890226485,0.993568009111052
VEGFA,V5,41,41,0.9779265821482283,-0.01631924376389968,-0.4492182114683807,0.4165797239405813,0.9917782334534438
ADAM23,V1,43,43,0.28223567617816997,0.2093358716847921,-0.21455222860208947,0.6332239719716737,0.9974350922814665
ADAM23,V3,41,42,0.32482886428201696,-0.30019798759554006,-0.7329811524609149,0.1325851772698347,0.9531863394505088
ADAM23,V5,41,41,0.1512969000488137,-0.30990660291247085,-0.7454534922744944,0.12564028644955266,0.8749579008731869
IL18R1,V1,43,43,0.6736706647614465,0.06891791142404932,-0.35391500957763833,0.4917508324257369,0.9974350922814665
IL18R1,V3,41,42,0.9891588188175907,-0.07147735574932072,-0.5019252394907193,0.35897052799207785,0.9963861751691634
IL18R1,V5,41,41,0.40591388546166995,-0.2679820629390128,-0.7028606498577633,0.16689652397973775,0.9715791351870459
TNFRSF4,V1,43,43,0.267059890314698,-0.04859453500073056,-0.471362873187732,0.37417380318627086,0.9974350922814665
TNFRSF4,V3,41,42,0.37155715715541726,-0.22182959751406295,-0.6534904994741475,0.20983130444602166,0.9562180802473277
TNFRSF4,V5,41,41,0.05315712003904907,-0.4915499719204203,-0.9310911544761027,-0.05200878936473802,0.8227468565955679
C1QA,V1,43,43,0.986290566110724,-0.07782646084343561,-0.50069472899229,0.3450418073054188,0.9974350922814665
C1QA,V3,41,42,0.5649104793631483,-0.1361001514511555,-0.5669173751628298,0.2947170722605188,0.962574441529572
C1QA,V5,41,41,0.08043614519789072,-0.4767504495703522,-0.915900058074224,-0.03760084106648026,0.8227468565955679
CCL13,V1,43,43,0.7701676019982215,0.07370999952217307,-0.3491414024126569,0.496561401457003,0.9974350922814665
CCL13,V3,41,42,0.9819323423259685,-0.0883345747176618,-0.5188566585181906,0.34218750908286705,0.9963861751691634
CCL13,V5,41,41,0.7608198893840034,0.03196094122171004,-0.4009589684712582,0.46488085091467835,0.9715791351870459
MERTK,V1,43,43,0.9452022906979529,0.02443230899756549,-0.3982883076552935,0.44715292565042447,0.9974350922814665
MERTK,V3,41,42,0.026653981384463964,-0.45275019559130747,-0.8886688832925829,-0.016831507890032016,0.9531863394505088
MERTK,V5,41,41,0.07199049898328055,-0.46565991848317545,-0.9045237130426931,-0.026796123923657822,0.8227468565955679
AGRP,V1,43,43,0.3181053635999718,0.16433490924039826,-0.25909939039478946,0.587769208875586,0.9974350922814665
AGRP,V3,41,42,0.2944765045037564,0.24744216162481758,-0.1845487570319339,0.6794330802815691,0.9531863394505088
AGRP,V5,41,41,0.21521503573177203,0.31841647978863546,-0.11727776294609382,0.7541107225233648,0.9319843256608792
CTSO,V1,43,43,0.4543420893937248,0.1959364098784676,-0.22780519265978033,0.6196780124167156,0.9974350922814665
CTSO,V3,41,42,0.10398600544591628,-0.45720434889759887,-0.8932332645154809,-0.021175433279716827,0.9531863394505088
CTSO,V5,41,41,0.006318921268229601,-0.6114993225749763,-1.0546394983452017,-0.1683591468047509,0.4113720545234294
FLT3LG,V1,43,43,0.28967451840584746,0.27050109920968773,-0.1541778890653535,0.6951800874847289,0.9974350922814665
FLT3LG,V3,41,42,0.9530469556133357,-0.006162711108297226,-0.43647088934865463,0.42414546713206014,0.993568009111052
FLT3LG,V5,41,41,0.8022782422330041,-0.10834587194570239,-0.5415628743945022,0.3248711305030974,0.9715791351870459
VEGFD,V1,43,43,0.6736706647614465,0.1928730042191146,-0.23083645952981716,0.6165824679680464,0.9974350922814665
VEGFD,V3,41,42,0.391898811848326,-0.15389140430868023,-0.5848505973092865,0.27706778869192594,0.9562180802473277
VEGFD,V5,41,41,0.7819927925997132,-0.12334403475113523,-0.5566573210816343,0.30996925157936384,0.9715791351870459
GZMA,V1,43,43,0.1696627442037132,0.25923370561019965,-0.16528456032239797,0.6837519715427973,0.9974350922814665
GZMA,V3,41,42,0.7136483804017049,0.06335949177637311,-0.3670582402426019,0.49377722379534816,0.9671590749349257
GZMA,V5,41,41,0.06495921224498973,-0.4001893344526381,-0.8374997042680418,0.037121035362765564,0.8227468565955679
CLSTN2,V1,43,43,0.5283652627809209,0.10249345905530415,-0.32049505381864896,0.5254819719292573,0.9974350922814665
CLSTN2,V3,41,42,0.3430460844280935,-0.18293662943766958,-0.6141649005685035,0.24829164169316437,0.9562180802473277
CLSTN2,V5,41,41,0.8391998710920148,-0.061777528992836186,-0.4947749368718828,0.37121987888621044,0.9715791351870459
FASLG,V1,43,43,0.224540535911085,0.25015630714381637,-0.17423740641054675,0.6745500206981795,0.9974350922814665
FASLG,V3,41,42,0.4766199947061226,0.14345525774217233,-0.2874185511112315,0.5743290665955761,0.9562180802473277
FASLG,V5,41,41,0.03729143453409317,-0.46052283015191275,-0.8992564548197486,-0.021789205484076868,0.8036481866249354
IL12B,V1,43,43,0.5763292355406027,-0.062016887244963556,-0.4848253747707579,0.36079160028083074,0.9974350922814665
IL12B,V3,41,42,0.27800491468365573,-0.22588869087833174,-0.6575995080808797,0.20582212632421626,0.9531863394505088
IL12B,V5,41,41,0.09518624470536895,-0.40809740769310376,-0.8455832146013292,0.029388399215121708,0.8238908000777784
CDSN,V1,43,43,0.4040586032820602,-0.10674126042922559,-0.5297537964508892,0.316271275592438,0.9974350922814665
CDSN,V3,41,42,0.9314208334018014,0.05741280919163618,-0.37298513814608925,0.48781075652936157,0.993568009111052
CDSN,V5,41,41,0.36536157744130826,-0.2722617965718804,-0.7072042052618348,0.16268061211807405,0.9715791351870459
CCL11,V1,43,43,0.1084327621111513,0.3581047029737771,-0.068054267057029,0.7842636730045832,0.9974350922814665
CCL11,V3,41,42,0.3072464425439339,0.17628145670661724,-0.25488107732481513,0.6074439907380497,0.9531863394505088
CCL11,V5,41,41,0.7678587197017994,-0.031311893156870725,-0.4642306640449435,0.40160687773120207,0.9715791351870459
KYNU,V1,43,43,0.8560711233215132,-0.07828208420765644,-0.5011522754457743,0.34458810703046144,0.9974350922814665
KYNU,V3,41,42,0.960264053498391,-0.02913162666915316,-0.4594621417523986,0.4011988884140923,0.993568009111052
KYNU,V5,41,41,0.16221487393902154,-0.2685923768969184,-0.7034800039089087,0.16629525011507196,0.8798928010631774
LY9,V1,43,43,0.6181137377952585,0.028124199500301237,-0.39460166513118633,0.45085006413178885,0.9974350922814665
LY9,V3,41,42,0.29869346496934723,-0.1890356397062353,-0.6203262840949351,0.2422550046824645,0.9531863394505088
LY9,V5,41,41,0.004476114933313604,-0.662633648239583,-1.1075353376356118,-0.21773195884355423,0.40782780447315325
CCL20,V1,43,43,0.843343384170038,-0.013182510425518023,-0.4358916817293,0.4095266608782639,0.9974350922814665
CCL20,V3,41,42,0.9747073320329979,-0.033608932942519903,-0.4639471877640474,0.39672932187900756,0.9963861751691634
CCL20,V5,41,41,0.8681420813663075,-0.1745708635435836,-0.6083067582705982,0.25916503118343104,0.9715791351870459
MMP1,V1,43,43,0.3081223046261524,0.15164696521608984,-0.2716790674992749,0.5749729979314546,0.9974350922814665
MMP1,V3,41,42,0.4654404249529499,-0.19610178951406596,-0.6274672436175608,0.23526366458942885,0.9562180802473277
MMP1,V5,41,41,0.7608198893840034,0.07000230145296903,-0.36302515574512906,0.5030297586510671,0.9715791351870459
PGF,V1,43,43,0.19024703655368894,0.21652009866907213,-0.20745051457626568,0.6404907119144099,0.9974350922814665
PGF,V3,41,42,0.40461454055626034,-0.13115544570757162,-0.5619362980484689,0.2996254066333256,0.9562180802473277
PGF,V5,41,41,0.07488303588244347,-0.39928676418900916,-0.8365773247225939,0.038003796344575624,0.8227468565955679
CCL25,V1,43,43,0.15483839625879986,0.26985085101938333,-0.1548186776549822,0.6945203796937489,0.9974350922814665
CCL25,V3,41,42,0.9170302125824953,0.07204402890447867,-0.35840609507760646,0.5024941528865637,0.993568009111052
CCL25,V5,41,41,0.8564898324753322,0.10570201687150178,-0.3274993031556654,0.538903336898669,0.9715791351870459
CXCL9,V1,43,43,0.20224631840113,0.2338877237724455,-0.19029378893222337,0.6580692364771143,0.9974350922814665
CXCL9,V3,41,42,0.673493739572174,0.11962554677170073,-0.3110757132826833,0.5503268068260847,0.9671590749349257
CXCL9,V5,41,41,0.6866379674418454,-0.07731085186394222,-0.5103681563266195,0.35574645259873505,0.9715791351870459
SMPDL3A,V1,43,43,0.3312166187557247,0.07464317878292713,-0.34821196636973956,0.49749832393559384,0.9974350922814665
SMPDL3A,V3,41,42,0.5973045805498689,0.058829901492306706,-0.3715725837830093,0.4892323867676227,0.962574441529572
SMPDL3A,V5,41,41,0.43800203933913184,-0.20400126838393018,-0.6380454303495631,0.2300428935817027,0.9715791351870459
EPHA1,V1,43,43,0.9724400607607678,0.036918617961698055,-0.3858227174625724,0.4596599533859685,0.9974350922814665
EPHA1,V3,41,42,0.17618966854121001,-0.3008439912065023,-0.7336377933664979,0.13194981095349329,0.9531863394505088
EPHA1,V5,41,41,0.941182908283914,0.005343286405790132,-0.4275490875785033,0.43823566039008355,0.9852148572094773
IFNGR1,V1,43,43,0.630288573399666,-0.04149539559406096,-0.4642464371607705,0.3812556459726486,0.9974350922814665
IFNGR1,V3,41,42,0.5568762991402262,-0.10460647509630462,-0.5352150140746986,0.3260020638820894,0.962574441529572
IFNGR1,V5,41,41,0.6248253120473525,0.0015357060057796209,-0.4313559416108427,0.4344273536224019,0.9715791351870459
CTSC,V1,43,43,0.4807363832073053,0.2109684382639123,-0.21293816948660413,0.6348750460144287,0.9974350922814665
CTSC,V3,41,42,0.7477264501483714,0.012203903316611323,-0.4181073322216035,0.44251513885482613,0.9671590749349257
CTSC,V5,41,41,0.9632192207711497,0.06808765312863033,-0.36493247411109764,0.5011077803683582,0.9852356601030617
CD276,V1,43,43,0.7181543742869433,-0.1718734921248078,-0.5953762223075756,0.25162923805796,0.9974350922814665
CD276,V3,41,42,0.8314101790488522,-0.061055003038513155,-0.4914648368864757,0.3693548308094494,0.9746018750194912
CD276,V5,41,41,0.7608198893840034,-0.09846690359029178,-0.5316272854986496,0.33469347831806595,0.9715791351870459
DBNL,V1,43,43,0.661157713117739,-0.03168262645065301,-0.4544142470703617,0.3910489941690557,0.9974350922814665
DBNL,V3,41,42,0.19225894808961128,-0.28150366261629917,-0.7139887999280619,0.15098147469546358,0.9531863394505088
DBNL,V5,41,41,0.8826815127850661,0.03602592939668283,-0.39690164393635047,0.4689535027297161,0.9715791351870459
PKLR,V1,43,43,0.07369783436290099,-0.3744863751088598,-0.800967197811389,0.0519944475936695,0.9974350922814665
PKLR,V3,41,42,0.6668862147928308,-0.07187304272498186,-0.5023224888814792,0.3585764034315155,0.9671590749349257
PKLR,V5,41,41,0.3904048356524618,-0.23857132577515738,-0.6730384497023484,0.19589579815203362,0.9715791351870459
NCK2,V1,43,43,0.9110673444037675,0.09549943100076225,-0.32745165009372174,0.5184505120952463,0.9974350922814665
NCK2,V3,41,42,0.1574397658075688,-0.2692246001987625,-0.7015243025431234,0.1630751021455984,0.9531863394505088
NCK2,V5,41,41,0.8826815127850661,0.13376885535818256,-0.2996186842091408,0.5671563949255058,0.9715791351870459
TIMP3,V1,43,43,0.5024327036272899,0.12416838559383878,-0.29895290102022454,0.547289672207902,0.9974350922814665
TIMP3,V3,41,42,0.44352002490960496,-0.17353367649627255,-0.6046697767024496,0.25760242370990455,0.9562180802473277
TIMP3,V5,41,41,0.9485242265659632,0.03656680422907113,-0.3963618578743381,0.4694954663324804,0.9852356601030617
PLA2G4A,V1,43,43,0.9414760547343831,0.06802060002024546,-0.3548089984081622,0.49085019844865313,0.9974350922814665
PLA2G4A,V3,41,42,0.3115824863706327,-0.16757900528002304,-0.5986592409066882,0.2635012303466421,0.9531863394505088
PLA2G4A,V5,41,41,0.7608198893840034,0.15698910391028303,-0.2765854136722477,0.5905636214928138,0.9715791351870459
CCL21,V1,43,43,0.49152094987167333,0.15825802354691634,-0.265123340237828,0.5816393873316607,0.9974350922814665
CCL21,V3,41,42,0.9891588188175907,0.03076384200489312,-0.39956936669043525,0.4610970507002215,0.9963861751691634
CCL21,V5,41,41,0.7749165358366652,0.005269786327851525,-0.42762256602371934,0.4381621386794224,0.9715791351870459
MMP10,V1,43,43,0.9247053679747859,-0.08485326765674138,-0.5077524418447593,0.33804590653127653,0.9974350922814665
MMP10,V3,41,42,0.07487589510978244,0.4142776359225522,-0.02073281637521862,0.849288088220323,0.9531863394505088
MMP10,V5,41,41,0.13061721970634776,-0.36287990274168275,-0.7994080261667253,0.0736482206833598,0.8749579008731869
SCGB1A1,V1,43,43,0.7570576638489661,0.06705843287069559,-0.35576765118549336,0.4898845169268845,0.9974350922814665
SCGB1A1,V3,41,42,0.8669045566908281,-0.03481555445206395,-0.46515608404963454,0.3955249751455066,0.993568009111052
SCGB1A1,V5,41,41,0.5672153170883011,-0.12532597088614528,-0.5586529114203043,0.30800096964801377,0.9715791351870459
ENPP7,V1,43,43,0.2666949423218291,0.21729449041989443,-0.2066851821817571,0.6412741630215459,0.9974350922814665
ENPP7,V3,41,42,0.3159582407694676,0.1513103925112091,-0.2796271274919674,0.5822479125143856,0.9531863394505088
ENPP7,V5,41,41,0.3904048356524618,0.16058643953119286,-0.27301970888086147,0.5941925879432471,0.9715791351870459
SIGLEC1,V1,43,43,0.965735174709012,0.003178328192374629,-0.4195264159982382,0.42588307238298745,0.9974350922814665
SIGLEC1,V3,41,42,0.7272162492611288,-0.047243642050746965,-0.47761226944532664,0.38312498534383277,0.9671590749349257
SIGLEC1,V5,41,41,0.02611070790632928,-0.5050780810663072,-0.9449873510541835,-0.06516881107843103,0.7858575997553495
F2R,V1,43,43,0.14262588748877014,0.30784184837691153,-0.11741814986342636,0.7331018466172494,0.9974350922814665
F2R,V3,41,42,0.6472181322858683,-0.08325824609948287,-0.5137563397678,0.3472398475688342,0.9671590749349257
F2R,V5,41,41,0.6934719846477639,0.0827107391274313,-0.35037051878462766,0.5157919970394903,0.9715791351870459
CD48,V1,43,43,0.07802298842268585,0.35009284730186296,-0.07591386955486129,0.7760995641585873,0.9974350922814665
CD48,V3,41,42,0.6086152385433862,0.1447697374995878,-0.286114496864214,0.5756539718633895,0.9629896289171037
CD48,V5,41,41,0.4838075170711867,-0.19045813843422235,-0.6243545177163551,0.2434382408479104,0.9715791351870459
CCL23,V1,43,43,0.038552082784170605,0.4631818287954189,0.034713831005608264,0.8916498265852295,0.9974350922814665
CCL23,V3,41,42,0.1495236350794451,0.30062395201196496,-0.13216622437636427,0.7334141284002942,0.9531863394505088
CCL23,V5,41,41,0.1460499564122073,0.32105163938700665,-0.11468903167371158,0.7567923104477249,0.8749579008731869
IL18,V1,43,43,0.6736706647614465,0.17988725270934833,-0.24369157339321448,0.6034660788119112,0.9974350922814665
IL18,V3,41,42,0.7204214301842432,0.04658462362859083,-0.38378230020129445,0.4769515474584761,0.9671590749349257
IL18,V5,41,41,0.1460499564122073,0.33268045919304506,-0.10326960632408766,0.7686305247101778,0.8749579008731869
CCL4,V1,43,43,0.4040586032820602,0.2340952285555795,-0.1900889015963135,0.6582793587074725,0.9974350922814665
CCL4,V3,41,42,0.20177846992707546,-0.26749457097852325,-0.6997688052821613,0.16477966332511484,0.9531863394505088
CCL4,V5,41,41,0.6915923099423628,-0.0914816535706446,-0.5246052607207391,0.34164195357944993,0.9715791351870459
IL10RB,V1,43,43,0.8635637046734581,0.006971136055148341,-0.41573464934747484,0.4296769214577715,0.9974350922814665
IL10RB,V3,41,42,0.960264053498391,-0.11243331695699939,-0.5430886280314611,0.3182219941174623,0.993568009111052
IL10RB,V5,41,41,0.6183019731515813,-0.09916188417145447,-0.5323260726549331,0.33400230431202416,0.9715791351870459
CXCL10,V1,43,43,0.28187247862198456,0.18093138729726485,-0.2426576078195836,0.6045203824141133,0.9974350922814665
CXCL10,V3,41,42,0.9891588188175907,0.10970007092329179,-0.32093852392183697,0.5403386657684205,0.9963861751691634
CXCL10,V5,41,41,0.2673255973681962,-0.23299642814111432,-0.667390904253796,0.20139804797156735,0.9618175909306087
EGF,V1,43,43,0.39441275251169183,0.17977469790236522,-0.24380303550829202,0.6033524313130225,0.9974350922814665
EGF,V3,41,42,0.29869346496934723,-0.2500770881241182,-0.682103986090364,0.1819498098421276,0.9531863394505088
EGF,V5,41,41,0.3366529647646211,0.21100582281834404,-0.22311873322532197,0.6451303788620101,0.9715791351870459
CRLF1,V1,43,43,0.9452022906979529,0.029617947134971248,-0.3931102503260334,0.4523461445959759,0.9974350922814665
CRLF1,V3,41,42,0.7156076535678191,0.1269518751163913,-0.30379911346613553,0.5577028636989181,0.9671590749349257
CRLF1,V5,41,41,0.5861377113741169,0.21988077570467923,-0.21434951660501506,0.6541110680143736,0.9715791351870459
IL1RN,V1,43,43,0.34386697456369586,0.19077667412880117,-0.2329110870918854,0.6144644353494877,0.9974350922814665
IL1RN,V3,41,42,0.9419125173585579,-0.037883605112560025,-0.4682302800187533,0.39246306979363327,0.993568009111052
IL1RN,V5,41,41,0.8536466233868488,-0.03931945369991787,-0.47225390818229807,0.39361500078246237,0.9715791351870459
CRIM1,V1,43,43,0.17509464528586055,0.22898980150091677,-0.1951305986548478,0.6531102016566813,0.9974350922814665
CRIM1,V3,41,42,0.6934646186624562,-0.08689101442002246,-0.5174061318323709,0.34362410299232604,0.9671590749349257
CRIM1,V5,41,41,0.42714893051055136,-0.19111861405497282,-0.6250219662035648,0.2427847380936191,0.9715791351870459
TNFRSF13B,V1,43,43,0.4628586494057485,0.16649306665452665,-0.25696051099465156,0.5899466443037049,0.9974350922814665
TNFRSF13B,V3,41,42,0.6801262811709131,0.044177269712410476,-0.3861836344185102,0.4745381738433312,0.9671590749349257
TNFRSF13B,V5,41,41,0.1532326204482295,-0.2241093919085054,-0.6583915866510637,0.21017280283405285,0.8749579008731869
ANGPTL4,V1,43,43,0.6000452349138742,0.10010531981235317,-0.3228701148766605,0.5230807545013668,0.9974350922814665
ANGPTL4,V3,41,42,0.6867833919433709,0.12236225353088219,-0.3083572372315196,0.5530817442932839,0.9671590749349257
ANGPTL4,V5,41,41,0.4007042259344762,-0.23202337964456965,-0.6664053505740122,0.20235859128487282,0.9715791351870459
CST7,V1,43,43,0.0991797744194286,0.32662455437212756,-0.09895571781684293,0.7522048265610981,0.9974350922814665
CST7,V3,41,42,0.4879434571374631,-0.15884195608773707,-0.589843742001147,0.27215982982567277,0.9562180802473277
CST7,V5,41,41,0.4217810190867536,-0.16737157982129,-0.6010393328088067,0.26629617316622667,0.9715791351870459
ERBB3,V1,43,43,0.16253379285005892,0.26897100586685835,-0.155685759014821,0.6936277707485377,0.9974350922814665
ERBB3,V3,41,42,0.8340652799417757,0.05092150024056556,-0.3794570737342219,0.48130007421535304,0.9746018750194912
ERBB3,V5,41,41,0.31833424866024457,-0.15761279561927244,-0.591192746042932,0.27596715480438716,0.9715791351870459
NELL2,V1,43,43,0.5454499074463736,0.052775424821266334,-0.3700043748937583,0.475555224536291,0.9974350922814665
NELL2,V3,41,42,0.9600462251184123,-0.02617236471828074,-0.4564983705220693,0.4041536410855079,0.993568009111052
NELL2,V5,41,41,0.40591388546166995,-0.19566609642882068,-0.6296181100368152,0.23828591717917383,0.9715791351870459
MANF,V1,43,43,0.9178833676068706,0.08413053642901168,-0.3387653358916224,0.5070264087496458,0.9974350922814665
MANF,V3,41,42,0.24695364966686686,-0.22541192110151612,-0.6571168287894137,0.20629298658638143,0.9531863394505088
MANF,V5,41,41,0.6780266416376619,0.09980975028977689,-0.3333580107926377,0.5329775113721915,0.9715791351870459
LY6D,V1,43,43,0.9689967063331274,-0.03200072741292089,-0.454732895929424,0.39073144110358227,0.9974350922814665
LY6D,V3,41,42,0.6022812148117992,-0.059670180800296735,-0.49007540912293013,0.37073504752233666,0.962574441529572
LY6D,V5,41,41,0.2244033299182115,-0.3156278432932488,-0.7512733650327255,0.12001767844622796,0.9451340248319967
CCN2,V1,43,43,0.3617531671851939,0.1500112441468101,-0.2733014616690914,0.5733239499627116,0.9974350922814665
CCN2,V3,41,42,0.8954960480996333,-0.007573891180224495,-0.4378826035531042,0.4227348211926552,0.993568009111052
CCN2,V5,41,41,0.536336995516491,0.1323088173078037,-0.3010679609841905,0.5656855955997979,0.9715791351870459
GLOD4,V1,43,43,0.17236268920223388,-0.2995375581809879,-0.7246619281667338,0.12558681180475806,0.9974350922814665
GLOD4,V3,41,42,0.29029920129367126,-0.24946373298951807,-0.6814822219710908,0.18255475599205456,0.9531863394505088
GLOD4,V5,41,41,0.6183019731515813,-0.16104418057075529,-0.5946544050556,0.27256604391408945,0.9715791351870459
DNER,V1,43,43,0.5745200047521977,0.05987071093298251,-0.3629307027123286,0.4826721245782936,0.9974350922814665
DNER,V3,41,42,0.6213704030163435,0.11466613356776197,-0.3160031379568955,0.5453354050924194,0.9629896289171037
DNER,V5,41,41,0.6578713961411439,-0.1132224322619139,-0.5464693754760888,0.320024510952261,0.9715791351870459
BTN2A1,V1,43,43,0.6879622036441264,0.008248194772147685,-0.414458116333925,0.4309545058782203,0.9974350922814665
BTN2A1,V3,41,42,0.28616152635116593,-0.13339220807913632,-0.5641893468649235,0.2974049307066509,0.9531863394505088
BTN2A1,V5,41,41,0.12876657237680073,-0.313553886431474,-0.7491634479247076,0.12205567506175952,0.8749579008731869
SHMT1,V1,43,43,0.4187864311541251,-0.15703727293933628,-0.5804082425281245,0.266333696649452,0.9974350922814665
SHMT1,V3,41,42,0.3667069748735292,-0.19088857473971077,-0.6221985719600336,0.24042142248061205,0.9562180802473277
SHMT1,V5,41,41,0.31385741861530825,-0.13946303052803585,-0.5728936650427248,0.2939676039866531,0.9715791351870459
FGF19,V1,43,43,0.9315328519506949,0.001273338450986097,-0.4214311763619563,0.4239778532639285,0.9974350922814665
FGF19,V3,41,42,0.20177846992707546,0.31484236593715237,-0.11818748666966722,0.7478722185439719,0.9531863394505088
FGF19,V5,41,41,0.038162064727999725,0.4514815489524699,0.012973607810945642,0.8899894900939942,0.8036481866249354
CD58,V1,43,43,0.5704693421929342,0.06829618927901977,-0.3545344249736894,0.49112680353172894,0.9974350922814665
CD58,V3,41,42,0.31859107215423543,-0.16351736248129833,-0.5945606081534427,0.2675258831908461,0.9531863394505088
CD58,V5,41,41,0.6696656428018393,-0.09641609580389703,-0.5295654008207427,0.33673320921294864,0.9715791351870459
PTPN6,V1,43,43,0.7375228453167286,0.08859197801708557,-0.3343247273549288,0.5115086833890999,0.9974350922814665
PTPN6,V3,41,42,0.24695364966686686,-0.25334311667027076,-0.6854151362151306,0.17872890287458915,0.9531863394505088
PTPN6,V5,41,41,0.39553449859272033,0.1711573406930046,-0.26254588842355003,0.6048605698095593,0.9715791351870459
HSPA1A,V1,43,43,0.36218631419222785,-0.02310763755859959,-0.44582655092704365,0.3996112758098445,0.9974350922814665
HSPA1A,V3,41,42,0.4117596975259566,-0.28008593021695366,-0.7125492392132995,0.15237737877939223,0.9562180802473277
HSPA1A,V5,41,41,0.99260047367629,0.11735120796572333,-0.3159221134014524,0.5506245293328991,0.998218005653857
CSF1,V1,43,43,0.39441275251169183,0.1119975544458335,-0.31104605643582345,0.5350411653274905,0.9974350922814665
CSF1,V3,41,42,0.6022812148117992,0.1368552535308831,-0.2939676426034168,0.567678149665183,0.962574441529572
CSF1,V5,41,41,0.4217810190867536,-0.1595413442182383,-0.5931382296521441,0.2740555412156676,0.9715791351870459
SPINT2,V1,43,43,0.3351371386421716,0.2032198908912175,-0.22060014730597882,0.6270399290884139,0.9974350922814665
SPINT2,V3,41,42,0.7753481969450382,-0.09599480789968835,-0.5265557772859067,0.33456616148653,0.9671590749349257
SPINT2,V5,41,41,0.664563418457537,0.11383215218428641,-0.3194186270899233,0.5470829314584962,0.9715791351870459
CKMT1A_CKMT1B,V1,43,43,0.1573725010863603,0.1520880472785967,-0.2712416037843788,0.5754176983415722,0.9974350922814665
CKMT1A_CKMT1B,V3,41,42,0.4879434571374631,0.10103054782165034,-0.3295577430374305,0.5316188386807312,0.9562180802473277
CKMT1A_CKMT1B,V5,41,41,0.6183019731515813,-0.1435110171398253,-0.5769733774369012,0.2899513431572507,0.9715791351870459
FIS1,V1,43,43,0.24498870280832957,0.33040044830718424,-0.0952464675751773,0.7560473641895458,0.9974350922814665
FIS1,V3,41,42,0.33385821380041214,-0.3026802544047485,-0.7355044164775242,0.13014390766802725,0.9561699243243803
FIS1,V5,41,41,0.7052565877766643,0.0303651630189507,-0.4025519886471097,0.46328231468501113,0.9715791351870459
SCGB3A2,V1,43,43,0.5246306552180666,0.11980735688776697,-0.303285178369776,0.5428998921453099,0.9974350922814665
SCGB3A2,V3,41,42,0.2116332514227689,-0.22144919992814555,-0.6531054701771619,0.21020707032087077,0.9531863394505088
SCGB3A2,V5,41,41,0.046793944829853606,-0.4057218150173505,-0.8431545671535785,0.03171093711887746,0.8227468565955679
CD40,V1,43,43,0.5190349432598146,0.21140629416055293,-0.2125053016222547,0.6353178899433606,0.9974350922814665
CD40,V3,41,42,0.8314101790488522,0.06269503991789906,-0.3677203848220109,0.493110464657809,0.9746018750194912
CD40,V5,41,41,0.6118082536231932,0.09546879857222815,-0.337675468491477,0.5286130656359332,0.9715791351870459
OMD,V1,43,43,0.5143352706788563,-0.08624794381403382,-0.5091535694793978,0.33665768185133016,0.9974350922814665
OMD,V3,41,42,0.8805384034815026,0.04214744428712797,-0.3882086322514094,0.4725035208256653,0.993568009111052
OMD,V5,41,41,0.9040373109331017,0.043629782647366874,-0.3893145860389707,0.47657415133370445,0.9715791351870459
ANGPTL2,V1,43,43,0.938365324796312,0.11280223129681198,-0.31024626838873376,0.5358507309823577,0.9974350922814665
ANGPTL2,V3,41,42,0.6472181322858683,0.051182261353394244,-0.37919704612235583,0.48156156882914436,0.9671590749349257
ANGPTL2,V5,41,41,0.21867788646791578,-0.21784522705049855,-0.652050885175099,0.21636043107410188,0.9319843256608792
GAL,V1,43,43,0.08101834799643812,0.3912066791325305,-0.03561722529647471,0.8180305835615357,0.9974350922814665
